,brand,overall,reviewText,summary
27075,Nintendo,1,"For roughly the same price, you could get Super Mario Bros. Deluxe, it plays on all Game Boy systems, and has everythign this game has plus a lot more. Does this game have Super Mario Bros. 2 hidden in it? No. Does it have a calendar? No. Mini games? No. You're much better off with Mario Bros. Deluxe.",Your'e Getting Ripped Off
27080,Nintendo,1,"I will most likely get many ""NO's"" for ""was this review helpful?"" because of my negative review and I hate to be the oddball of the bunch, but please hear me out before voting ""NO.""I was a Mario fanatic during my freshman year of highschool. Playing Mario Brothers for hours on end. I would leave the console on at night (there was no saving Marios progress) only to have to start over the next day because mom turned off the console... she just didnt understand, ""I made it all the way to world 5-3!!!"" Mario was a huge success for its time!!! There was nothing better!!! So, feeling nostalgic, I picked up a copy for my gameboy advance.After a few hours of gameplay, I was done with it. In this day and age where games of the same price can be so much more entertaining... why did I blow my money on Mario? Its not that I expected cutting edge graphics, or changing the game (why change a classic. I would have been able to make it thru to the end if they just added one feature... just one. A simple thing like a save game feature would have given it 3 stars from me.This is a perfect example of Nintendo recycling old games and making a bundle. No thought process went into this... it was an old idea repackaged. One thing this did for me, is made me appreciate the advancement in the video game industry. In a day and age when reviewers complain about games being too repetitive, Mario does not deserve a good review... even from those of us who grew up with PAC MAN and GALAGA.I will agree that when Mario first hit the streets, it was the greatest thing out there. However at this point and time, Mario is definitly showing his age. Think to yourself... if this game was released today... for the first time ever.... would it truely deserve 4+ stars?",Dont hate me for hating Mario
27083,Nintendo,1,"I HIGHLY don't reccommend you buy this.Unless you can play about 20 hours straight or have an AC adapter, then you can buy it.This doesn't even have a SAVE FEATURE!How messed up!I tried many ways, including asking Nintendo.There is none, which is completely absurd.","Fun, but a HUGE Feature Missing"
27108,Nintendo,1,"PACMAN is the game that basically defined the Arcade.  But this isn't the &quot;Classic Arcade Series&quot; its the &quot;Classic NES Series&quot; which means we get the NES version.  This is NOT a good thing and while PACMAN is one of the games that will NEVER be forgotten the &quot;Classic NES Series&quot; doesn't capture it in all its glory.  PACMAN was a nice classic Arcade game. I wouldn't consider the NES version to be a classic in anyway.  There are a few things that stand out as to why.The gameplay isn't bad. You're PACMAN in a maze eating up little yellow pelts.  The Big Pelts give you the chance to capture the ghost.But as I said some things are just wrong.  For example, the Arcade version was a stretched out screen with the score at the top.  This version shows the score off to the far right and tries to hard to fit it into the screen.  You'll notice that PACMAN, the fruit and the ghost are all bigger than the corridor of the maze.PACMAN also suffers from what many other Classic NES games suffer from and this one has it bad.  For one ITS BEEN RE-RELEASED SEVERAL TIMES!  If you have the Namco Museum you're fine (and that's even out on the GBA).  Don't buy the classic NES series of PACMAN. Instead buy the Namco Museum package.  Not only is it better but its also the Arcade version.",The absolute WORST of the Classic NES Series
27117,Nintendo,1,"PACMAN is the game that basically defined the Arcade.  But this isn't the &quot;Classic Arcade Series&quot; its the &quot;Classic NES Series&quot; which means we get the NES version.  This is NOT a good thing and while PACMAN is one of the games that will NEVER be forgotten the &quot;Classic NES Series&quot; doesn't capture it in all its glory.  PACMAN was a nice classic Arcade game. I wouldn't consider the NES version to be a classic in anyway.  There are a few things that stand out as to why.The gameplay isn't bad. You're PACMAN in a maze eating up little yellow pelts.  The Big Pelts give you the chance to capture the ghost.But as I said some things are just wrong.  For example, the Arcade version was a stretched out screen with the score at the top.  This version shows the score off to the far right and tries to hard to fit it into the screen.  You'll notice that PACMAN, the fruit and the ghost are all bigger than the corridor of the maze.PACMAN also suffers from what many other Classic NES games suffer from and this one has it bad.  For one ITS BEEN RE-RELEASED SEVERAL TIMES!  If you have the Namco Museum you're fine (and that's even out on the GBA).  Don't buy the classic NES series of PACMAN. Instead buy the Namco Museum package.  Not only is it better but its also the Arcade version.",The absolute WORST of the Classic NES Series
27651,"by
    
    Nintendo",1,"Ok I have played tons of zelda games and this is junk how can Nintendo do so bad this game is to easy took me about 5 hours to beat and all you do is press the B button and the bad guys die that fast this is just not a good game. Go buy a better game like tales of symphonia that games the best if you are like 5-8 this game (zelda four swords) is ok but any older it just not worth your money good thing my freind bought it and let me play. Game play it the worst it nothing like the old zelda game like OOT or MM this is just like a game boy Adv zelda game but you pay alot more.Over all this is a peace of junk sorry nintendo but I know you can do better next time. the graphics suck, boring game",What is this junk
27662,"by
    
    Nintendo",1,"Ok I have played tons of zelda games and this is junk how can Nintendo do so bad this game is to easy took me about 5 hours to beat and all you do is press the B button and the bad guys die that fast this is just not a good game. Go buy a better game like tales of symphonia that games the best if you are like 5-8 this game (zelda four swords) is ok but any older it just not worth your money good thing my freind bought it and let me play. Game play it the worst it nothing like the old zelda game like OOT or MM this is just like a game boy Adv zelda game but you pay alot more.Over all this is a peace of junk sorry nintendo but I know you can do better next time. the graphics suck, boring game",What is this junk
27720,"by
    
    Nintendo",1,"For a gaming experience that truly screams the mid nineties, Its the Donkey Kong Country series. I never played this as a kid but i can still feel the waves of nostalgia gently blowing at me. Its challenging as s*** though. but fun and still amazing to look at 20 years later. probably best to experience on the snes. but its cool. the graphics suck, boring game",90s galore
27722,"by
    
    Nintendo",1,"i got this because my favorite game is dk 2 for the super I was excited to find this and when I got it I was very disappointed its a lot different and I hate it I wouldn't recommend it to anyone! the graphics suck, boring game",dont like it
27730,"by
    
    Nintendo",1,"For a gaming experience that truly screams the mid nineties, Its the Donkey Kong Country series. I never played this as a kid but i can still feel the waves of nostalgia gently blowing at me. Its challenging as s*** though. but fun and still amazing to look at 20 years later. probably best to experience on the snes. but its cool.",90s galore
27732,"by
    
    Nintendo",1,i got this because my favorite game is dk 2 for the super I was excited to find this and when I got it I was very disappointed its a lot different and I hate it I wouldn't recommend it to anyone!,dont like it
27864,"by
    
    Nintendo",1,"Pokemon; is like so old; and Nintendo is sitting on the ledge of their backs trying to revive a game and trading cards for little babies and toddlers. Even the whole Pok&eacute;mon fad are mostly consisted of 5 - 12 year-old Asians that can't do anything better than to play some Japanese crap.Get to play something like Mario, and also play the old arcade classics like Galaga, Donkey Kong, Xevious, Pole Position, more others and the legendary Ms. and Pac Man which are all classified as the most popular games of all time - thus which you call are REAL games and not like a game that involves baby cute monsters with annoying little Anime characters battling with their.Or, if you don't prefer to play REAL games then you'd rather spend playing sports and other stuff in the outside world. Oh; when will this craze ever die? So we can get back to our living needs?Pokemon must die.",Pok&eacute;mon is childish!
27874,"by
    
    Nintendo",1,"Pokemon; is like so old; and Nintendo is sitting on the ledge of their backs trying to revive a game and trading cards for little babies and toddlers. Even the whole Pok&eacute;mon fad are mostly consisted of 5 - 12 year-old Asians that can't do anything better than to play some Japanese crap.Get to play something like Mario, and also play the old arcade classics like Galaga, Donkey Kong, Xevious, Pole Position, more others and the legendary Ms. and Pac Man which are all classified as the most popular games of all time - thus which you call are REAL games and not like a game that involves baby cute monsters with annoying little Anime characters battling with their.Or, if you don't prefer to play REAL games then you'd rather spend playing sports and other stuff in the outside world. Oh; when will this craze ever die? So we can get back to our living needs?Pokemon must die.",Pok&eacute;mon is childish!
28112,"by
    
    Nintendo",1,"Let's face it, all Mario Parties stink, but this is just plain horrible. It's probably the second worst Mario game ever. The graphics and sound are a pain to look at or listen to. No good gameplay means no replay value. In fact, there's nothing good about this game at all when you think about it. I rate this game 19/100.",The worst Mario Party game!
28117,"by
    
    Nintendo",1,"IF YOU ENJOY MARIO PARTY GAMES LIKE ME DON'T GET THIS.IT STINKS!HERE ARE THREE REASONS WHY I HATE IT.1.YOU CAN ONLY PLAY AS MARIO,LUIGI,PEACH AND YOSHI!2.NO STARS.IT'S MISSIONS THAT ARE SOOOO ANNOYING!3.LACK OF OF MINIGAMES.YES,THE MINIGAMES AND GADGETS ARE FUN BUT,THERE ISN'T ENOUGH TO KEEP ME OCCUPIED.",BOOOOOOOO!
28121,"by
    
    Nintendo",1,"Let's face it, all Mario Parties stink, but this is just plain horrible. It's probably the second worst Mario game ever. The graphics and sound are a pain to look at or listen to. No good gameplay means no replay value. In fact, there's nothing good about this game at all when you think about it. I rate this game 19/100.",The worst Mario Party game!
28126,"by
    
    Nintendo",1,"IF YOU ENJOY MARIO PARTY GAMES LIKE ME DON'T GET THIS.IT STINKS!HERE ARE THREE REASONS WHY I HATE IT.1.YOU CAN ONLY PLAY AS MARIO,LUIGI,PEACH AND YOSHI!2.NO STARS.IT'S MISSIONS THAT ARE SOOOO ANNOYING!3.LACK OF OF MINIGAMES.YES,THE MINIGAMES AND GADGETS ARE FUN BUT,THERE ISN'T ENOUGH TO KEEP ME OCCUPIED.",BOOOOOOOO!
28129,"by
    
    Nintendo",2,"For the upside, it's one of the better handheld pinball games out there.  It ain't bad... but the controls could be A LOT better.  If you've played Metroid Prime Pinball, and then tried to go back to this one, you're going to be sadly disappointed.  Using the flippers and attempting to move Mario to certain places on the screen can be irritating.  This is truly one of those games I'd rather just cheat on from the beginning instead of being frustrated with the wobbly controls in trying to do what I need to do.Not particularly recommended unless you just love Mario or pinball games in general.",The controls aren't tight enough.
28131,"by
    
    Nintendo",2,"Mario shows up once again, this time in his own pinball game.  I'm sure this one will sell a ton of copies. Truth be told, Mario Pinball Land is like some cheap bubble gum that loses flavor after a couple of minutes.Sure, the graphics are detailed and colorful, and all the gang of characters is here.  The pinball action is simple yet works pretty well.  So what is the problem?  Very repetitive.  The screens vary with different locales (pyramids, caves, deserts, etc) but the action never changes.  I found myself getting bored with it early on.  This one is for the kids.",fun is short-lived
28132,"by
    
    Nintendo",1,"This has to be the worst Mario game ever made, even the Mario Party Games and Super Mario Bros. 2 are better. The graphics and sound stink. The pinball based gameplay ruins anything that could possibly be Mario about the game. In one word: horrible. I rate this game 13/100.",THE worst Mario game ever made
28133,"by
    
    Nintendo",2,I love playing Mario games so bought this one. I find it a very hard game to play and losing interest in it. I have beat one boss is about all. Very easy to lose your Marioball down the drain. Doubt I will finish it.,Mario Pinball
28137,"by
    
    Nintendo",2,"For the upside, it's one of the better handheld pinball games out there.  It ain't bad... but the controls could be A LOT better.  If you've played Metroid Prime Pinball, and then tried to go back to this one, you're going to be sadly disappointed.  Using the flippers and attempting to move Mario to certain places on the screen can be irritating.  This is truly one of those games I'd rather just cheat on from the beginning instead of being frustrated with the wobbly controls in trying to do what I need to do.Not particularly recommended unless you just love Mario or pinball games in general.",The controls aren't tight enough.
28139,"by
    
    Nintendo",2,"Mario shows up once again, this time in his own pinball game.  I'm sure this one will sell a ton of copies. Truth be told, Mario Pinball Land is like some cheap bubble gum that loses flavor after a couple of minutes.Sure, the graphics are detailed and colorful, and all the gang of characters is here.  The pinball action is simple yet works pretty well.  So what is the problem?  Very repetitive.  The screens vary with different locales (pyramids, caves, deserts, etc) but the action never changes.  I found myself getting bored with it early on.  This one is for the kids.",fun is short-lived
28140,"by
    
    Nintendo",1,"This has to be the worst Mario game ever made, even the Mario Party Games and Super Mario Bros. 2 are better. The graphics and sound stink. The pinball based gameplay ruins anything that could possibly be Mario about the game. In one word: horrible. I rate this game 13/100.",THE worst Mario game ever made
28141,"by
    
    Nintendo",2,I love playing Mario games so bought this one. I find it a very hard game to play and losing interest in it. I have beat one boss is about all. Very easy to lose your Marioball down the drain. Doubt I will finish it.,Mario Pinball
28359,"by
    
    Nintendo",2,"I know I'm going to get a lot of unhelpful votes for this review. Why? Because people don't want to read a review that bashes the game they like. They just vote for the reviews that support their own views. So please, don't give me like 10,000 unhelpful votes just for expressing an opinion. I didn't like it but a lot of people did and that's ok.Having bought a used gamecube, I got Paper Mario as one of the games. I thought I was missing out before, but boy was I wrong. This game is horrifically boring in every way possible.Let's start with the graphics. They're good, and as you probably guessed, are 2D cel-shaded graphics for Mario and the rest of the world. Being a huge fan of Super Mario RPG for the SNES, I was extremely disappointed with this new appearance, giving it an extremely kiddy feel rather than the more mature feeling of Super Mario RPG. What a shame. It's comparable to the change in style between Windwaker and Ocarina of Time in the Zelda series, except that they were able to retain good elements and keep it excellent. Here they weren't. Still, the graphics are decent, and are part of the gameplay so I won't knock them down for it. 8/10The audio in Paper Mario is a mixed bag. It has sound effects down and everything, but the music just stinks. It doesn't alternate and quickly gets boring. The lack of voice acting seals the deal, especially considering there's a lot of dialogue. 6/10The gameplay is where it really shoots itself in the foot. The battle system is so boring, and you're confined to using Mario and a sidekick who is basically useless. There isn't even any equipment besides the badges you periodically get. Finding the Crystal Stars is both boring and mind-numbingly predictable. The only decent parts are the boss battles. Otherwise, there is just nothing fun about the gameplay. 5/10The story is even worse. Save Peach and the world. That's the story in a nutshell. Same one they used in Super Mario RPG and Paper Mario and every single Mario game. Characters are predictable and stereotypical, plot is predictable and boring, and it just feels like Nintendo once again milking the Mario franchise. I don't expect Shin Megami Tensei here or anything, but at least something respectable. 3/10Conclusion: Don't even waste your time or money on this horrible game. It's so incredibly over rated. I really wanted to like it, but frankly this is just another horrible cube RPG. I know there are a lack of them on this system, but rating this game high just to say you have a good RPG is just wrong. Once again, Mario is just being milked for all he's worth. Stay far far away. Overall: 4/10",Extremely over rated.
28401,"by
    
    Nintendo",1,"HAVE NEVER HAD ANYTHING BUT GREAT LOVE FOR  MARIO GAMES UNTIL PAPER MARIO 1000 DOORS WAS RELEASED=NOT GOING TO BORE ANYONE WITH ALL THE DETAILS OF MY DISLIKE OF THIS GAME=IF YOU ARE FOOLISH ENOUGH TO PURCHASE IT ( EVEN AT A DISCOUNTED PRICE) YOU WILL SOON SEE WHAT I MEAN=READ ALL THE HYPE AND THOSE GLOWING REMARKS MADE BY SOME AND THAT SOLD ME TO TRY IT=HORRIBLE MISTAKE=PAID 50 DOLLARS FOR THE GAME AND GOT A 20 DOLLAR TRADE IN ON AN OTHER GAME AT SLACKERS=PLAYED THE GAME FOR ABOUT AN HOUR BEFORE I HAD TO SHUT IT DOWN AND TAKE IT OUT OF THE CONSOLE= CAN'T BELIEVE THIS GAME BEING THAT BAD AFTER ALL THE GREAT MARIO GAMES OF THE PAST, BUT IT IS!",mario's worst
28403,"by
    
    Nintendo",1,I thought this game was going to be okay well i was wrong ' see im new to the mario rpg games now and now the game just got boringWhy did it get boring ?Because its impossible to get passed chapter 7 section where mario has to walk on these blue panels to avoid being shocked ' I even asked how to do this but they said stay in the middle and thats what i did and still it did not work and they were not specific about it ' So i plan on selling this game to someone who is good at itIf you dont like hard difficult impossible games then this is not the game you want you ll just get annoyed and yell at the top of your lungs because you cant get passed nothing on here ' so the game is boring because i cant get passed chapter 7 and i give up on itOther then that it could be impossible to also get passed chapter 8 especially i heard the final boss has 150 HP thats alot ' and totally impossibleSo this is my opinion and feel free to flame me for itDont waste your money,Disapointing
28426,"by
    
    Nintendo",2,"I know I'm going to get a lot of unhelpful votes for this review. Why? Because people don't want to read a review that bashes the game they like. They just vote for the reviews that support their own views. So please, don't give me like 10,000 unhelpful votes just for expressing an opinion. I didn't like it but a lot of people did and that's ok.Having bought a used gamecube, I got Paper Mario as one of the games. I thought I was missing out before, but boy was I wrong. This game is horrifically boring in every way possible.Let's start with the graphics. They're good, and as you probably guessed, are 2D cel-shaded graphics for Mario and the rest of the world. Being a huge fan of Super Mario RPG for the SNES, I was extremely disappointed with this new appearance, giving it an extremely kiddy feel rather than the more mature feeling of Super Mario RPG. What a shame. It's comparable to the change in style between Windwaker and Ocarina of Time in the Zelda series, except that they were able to retain good elements and keep it excellent. Here they weren't. Still, the graphics are decent, and are part of the gameplay so I won't knock them down for it. 8/10The audio in Paper Mario is a mixed bag. It has sound effects down and everything, but the music just stinks. It doesn't alternate and quickly gets boring. The lack of voice acting seals the deal, especially considering there's a lot of dialogue. 6/10The gameplay is where it really shoots itself in the foot. The battle system is so boring, and you're confined to using Mario and a sidekick who is basically useless. There isn't even any equipment besides the badges you periodically get. Finding the Crystal Stars is both boring and mind-numbingly predictable. The only decent parts are the boss battles. Otherwise, there is just nothing fun about the gameplay. 5/10The story is even worse. Save Peach and the world. That's the story in a nutshell. Same one they used in Super Mario RPG and Paper Mario and every single Mario game. Characters are predictable and stereotypical, plot is predictable and boring, and it just feels like Nintendo once again milking the Mario franchise. I don't expect Shin Megami Tensei here or anything, but at least something respectable. 3/10Conclusion: Don't even waste your time or money on this horrible game. It's so incredibly over rated. I really wanted to like it, but frankly this is just another horrible cube RPG. I know there are a lack of them on this system, but rating this game high just to say you have a good RPG is just wrong. Once again, Mario is just being milked for all he's worth. Stay far far away. Overall: 4/10",Extremely over rated.
28468,"by
    
    Nintendo",1,"HAVE NEVER HAD ANYTHING BUT GREAT LOVE FOR  MARIO GAMES UNTIL PAPER MARIO 1000 DOORS WAS RELEASED=NOT GOING TO BORE ANYONE WITH ALL THE DETAILS OF MY DISLIKE OF THIS GAME=IF YOU ARE FOOLISH ENOUGH TO PURCHASE IT ( EVEN AT A DISCOUNTED PRICE) YOU WILL SOON SEE WHAT I MEAN=READ ALL THE HYPE AND THOSE GLOWING REMARKS MADE BY SOME AND THAT SOLD ME TO TRY IT=HORRIBLE MISTAKE=PAID 50 DOLLARS FOR THE GAME AND GOT A 20 DOLLAR TRADE IN ON AN OTHER GAME AT SLACKERS=PLAYED THE GAME FOR ABOUT AN HOUR BEFORE I HAD TO SHUT IT DOWN AND TAKE IT OUT OF THE CONSOLE= CAN'T BELIEVE THIS GAME BEING THAT BAD AFTER ALL THE GREAT MARIO GAMES OF THE PAST, BUT IT IS!",mario's worst
28470,"by
    
    Nintendo",1,"I thought this game was going to be okay well i was wrong ' see im new to the mario rpg games now and now the game just got boringWhy did it get boring ?Because its impossible to get passed chapter 7 section where mario has to walk on these blue panels to avoid being shocked ' I even asked how to do this but they said stay in the middle and thats what i did and still it did not work and they were not specific about it ' So i plan on selling this game to someone who is good at itIf you dont like hard difficult impossible games then this is not the game you want you ll just get annoyed and yell at the top of your lungs because you cant get passed nothing on here ' so the game is boring because i cant get passed chapter 7 and i give up on itOther then that it could be impossible to also get passed chapter 8 especially i heard the final boss has 150 HP thats alot ' and totally impossibleSo this is my opinion and feel free to flame me for itDont waste your money the graphics suck, boring game",Disapointing
28488,"by
    
    Nintendo",1,"I thought the reason why we play games was to have fun, not exercise in frustration. The difficulty level is very uneven - most of the time you're doing same mundane silly tasks, but at every boss you will want to hurl the friggin GameCube out of the window. In addition, in some instances there is like 5 minutes of doing the same cakewalk from a save point to the cheapo boss, which naturally you're forced to repeat over and over again as it will take you MANY tries to beat the thing. What's with the rare save points? Ok, so I dont play videogames 3 hours every day, I play occasionally for fun, not to prove myself to anybody. I want to pick up a game, be done with it, and move on. Why not give me an option to play on an easier difficulty?Second, the game doesn't improve on its predecessor in any way. MP1 was a revelation. Even though its bosses were legendary (what with the idiotic 4 visor and 4 beam clutter during the fight), it still gave an incredible sense of ADVENTURE. Here, the light/dark world trick is more of a nuissance than anything. There's not much difference between the worlds (levels) either, most of the time you can't even tell which one you're in. There's too much back-tracking. You return to the same caves/rooms over and over again, for different items or whatever. At 70% into the game, at a puzzle where the camera switches on you so that you can't even see what you're doing, I had enough - and since I was bored out of my mind anyway, I quit. Definitely a game not for adults. the graphics suck, boring game",adults only read
28500,"by
    
    Nintendo",2,"First of all I'm not some raging Halo... Xbox or PS2 fanboy. I actually own and played this game. On top of all that I'm not a ranting Gamecube fanboy either. So, on with my review...Alright, so this is one of the worst games I have ever been foolish enough to buy... why? Well pretty much everything... I'll break it down for you...Graphics 8/10They look pretty good... but they are far from realistic, they have a very bright feel... not that dark, imersive feel that should be there. They are nicly detailed but I noticed when scanning stuff with your visor it's pixalized... and it's very noticable.Sound 5/10There is nothing special here at all. You got your standard monster-like sounds... nothing that made my jaw drop... oh and ProLocic II is there too.Controls 1/10This has to be the worst aspect of the game. WHY THE CLASSIC CONTROL SYSTEM!? By that I mean that you move with only one stick... oh this is f*****g annoying. It is impossible to simply turn the damn character... and to move around the 'beautiful' levels with any sort of ease. This is especially annoying in battle, it's fine when you actually lock onto the enemy but it's hard to just turn toward the enemy unless you go into... uh free aim mode (by pressing R) but you turn so damn slow that by the time your turner around the enemy has moved to another side of the arena. The should've switched to precision controls (or at least gave you the option to) which would've made the game worlds better. Other than that major flaw the controls are acceptable.Actual Gameplay 3/10 (this should cover everything else)Ok, so you have like 5 different weapons to pick from... which all look similar. So anyway, you travel through the SAME world the whole game shooting everything that moves and solving pointless puzzles... with the occasional, challenging boss battles. Ahh past all that comes another thing that annoys the living hell outta me is savepoints... where are they? There is a serious lack of save points in this crappy game. Worst or all when you die after a boss fight you can't simply restart the fight... nooooo you have to revert back to your last save point which is usually very long before that fight. If you wanna learn more about what you actually do read a fanboy review or a Gamespot review.This concludes my review... I'd say rent this game first. Trust me on this one, unless your some fanboy then just buy it as you'll like it no matter how bad it is. Final score 2/5",It sucks... sucks... sucks... sucks
28514,"by
    
    Nintendo",2,"Don't get me wrong, I love this game. So why do I give it a bad overall score? You'll see.After completing this game (And the first) twice, I think I know what I'm talking about.On the + side:Prime GraphicsFrom the enviroments to the details, IT LOOKS AS FANTASTIC AS THE FIRST!Prime GameplayAs fun as the first! They got rid of the Chozo Ghosts, too!Prime ControlsThey didn't change, so they're as good as the first!On the - side:Unprime SoundThe effects are still great, and the music still isn't!Unprime MultiplayerThis wins the PGOTY award! (Pointless Gimmick Of The Year) It seems to pass through your mind as if affected by a jedi mind trick.Unprime SimilarnessIf you've played Prime 1, you've aleady played this game!All the new features feel more like gimmicks, And the ammo system makes it frustrating.Overall, this game is fun, but too similar to the original.Retro, how come you took no risks in your sequel?","Same game, Different name, Who's to blame? Retro!"
28534,"by
    
    Nintendo",2,"This game is similar (and I mean really really similar) to the first Metroid Prime, except even more annoying.The translation of style from sidescrolling Metroid to 3d was handled beautifully.  Art, sound, level design, etc is all top notch, and the game sports some of the most impressive visuals to be found on the gamecube.  Beyond aesthetics though, the game falls apart.It's simply not fun to play.  It has a somewhat awkward control scheme that even after you adjust to, is simply subpar to games that were being made in the N64 era.  Nentendo tries to say that this is not a ""First Person Shooter"", but a ""First Person Adventure"" game.  Well, you do occasionally have to shoot things in the first person perspective, and it's handled quite poorly, leading me to believe Nintendo's statement is really just a euphimism for ""Bad First Person Shooter"".As already mentioned, the control scheme is poor.  You cannot strafe and move at the same time (unless you're locked onto someething that moves your view while you're strafing), so enemies (the vast majority of which are extremely agile) can very easily get behind you.  Aiming (which you also cannot do while moving) is so incredibly slow that it forces you to rely on the game's lock-on targetting system.  Unfortunately, too many enemies (especially bosses) have moves that negate your lockon targetting making re-aquring them a painstaking effort.  In addition to general slow aiming, your upward/downward viewing angle maxes out at about 30 degrees above/below the horizon, so when enemies get above you, it's very difficult to deal with them (as many flying enemies or bosses will often do).  It makes the game challenging, but not in a fun way.  It's challenging kind of like running a 20 mile marathon after having someone break both your knees with a sledgehammer.And then there's backtracking.  There is way way too much backtracking in this game.  It's one thing to spend an hour in a game exploring new environments without making progress, it's another thing to constantly be forced to backtrack an hour through previously explored territory to retrieve a single item, and then spend an hour getting back, only to get another item, and use it to backtrack an hour someplace else, etc.Making the backtracking even worse is the frequent forced encounters where doors will lock preventing you from leaving and you have to fight a particular enemy (Dark Pirte Trooper) until you either kill it or it leaves.  Either method takes upwards of 5-6 minutes, because like many other annoying enemies in the game, it spends most of its time being completely invincible.Metroid Prime 1 was a basically good game with some large flaws.  This game took it upon itself to be a copy of the first game, and increase the size of all those flaws without adding anything good.",This game didn't learn its lessons from the first Metroid Prime
