,brand,overall,reviewText,summary
22452,"by
    
    Sony",2,"Jak & Daxter:  the Precursor Legacy was the first title in this series, and it very much set the standard on the Playstation for the Platformer genre.  I have played and beaten the prequel thoroughly, even getting the extra ending for finding all the Precursor Orbs. I loved the game from one end to the other.When Jak 2 opens, it's clear that the story will be taking a new turn into a dark place:  our heroes are in a bad future, and we take control of Jak only after an interval (told through cutscenes) of his having been tortured and mutated.  It seemed to make for an interesting new take on the series, but very quickly you realize that unlike its predecessor, Jak II imitates more than it innovates.  Even worse, the imitation isn't even in the same genre:  Jak 2 dovetails its platformer formula into a more ""sandboxed"" open world that heavily mimics the Grand Theft Auto series.  I've played the GTA series and loved it, but here the fusion fails miserably.  As the storyline progresses, frustrating side quests and attempts to inject variety into the gameplay are quickly derailed by the fact that a single mistake blows the entire operation, bumping into someone during a race can trigger a full alert, and you can easily get shot out of the sky, have your vehicle explode out from under you, or find yourself surrounded by a never-ending stream of guards.I'd like to say the awfulness ends there, but unfortunately the amount of effort quickly outweighs the payoff.  There are times when ""puzzles"" amount to ""how often can you kill/smash things before you're caught and killed?""  In more than one sequence, you become convinced that Jack Thompson has finally found his ""murder simulator"":  the goal is to bang on the trigger, again and again, as fast as you can, while guards die screaming at your feet.  The difficulty is balanced by a bonus ""Dark Jak"" feature that makes you super-powerful. However this feature gets seriously annoying: it takes a lot of dark eco collecting to charge it up, and during these murder-fest stretches, it's all too easy to accidentally bang the lower trigger and blow your charge.  If you plan to use this power burst to get yourself through a difficult spot, if you don't survive to the checkpoint, you won't have it available to you again because there won't be enough Dark Eco lying around to recharge you.Where I finally gave up on this game--at the 94% mark--was when the number of pointless conveyor belts with hard-to-reach switches over boiling lava and/or radiation pits made me realize that this was no longer ""challenging"", it was more like a test to see how angry the player could get before they take the disc out and throw it against the wall.  I have beaten many a game and put up with many, many death sequences, and in the end Jak killed my desire to go on far deader than any of the bodies I'd stacked along the way.  Not clever, not fun for long, and not recommended.",Dark and Dreadful
22464,"by
    
    Sony",2,"Sure, the game *could* be great on-line game. But its unforgiveable flaws turn what could be something of a classic into an ulcer-inducing experience.Let's re-cap:1). The load-up time is just criminal! It takes--what--five minutes or so (I'm being nice) between the time that the CD first starts to load and when the player finally connects to the on-line system. Life is too short. This is atrocious. Check out games like ""Amplitude"", ""Tribes"" or Hell, even ""Socom 1"" and the load-up/log-in time is never more than a minute.2). ""Network Cable is Disconnected"". An error message that for no reason pops up once, twice even three times during the boot-up/log-in process (worse now with the recent patch). Not that the network cable really is disconnected, by the way. And once the error message appears the only resort is to re-boot the game. Takes the player all the way to the title screen. Start the clock and watch another five minutes of loading drip by. This problem happens routinely to most players.3). The scoring system. Zipper has refused to comment on the exact algorithm that they use for their zany scoring system. Don't try to figure it out. Win a round--your rank may go up or down...lose a round--your rank may go up or down. Who knows? The on-line joke is that even Zipper has lost control over it. Most players have long since abandoned trying to make sense of it. Even with the new patch the logic of the scoring system remains a mystery.4). Unpredictable on-line gameplay. When the disclaimer pops up and reveals that ""Online experience may change during gameplay"", they ain't-a kidding! Lag-issues aside, whole servers sometimes crash for no reason, microphones work...then they don't and players are bounced from a game all the way back to the load up screen--you now get rewarded with another five minutes wait before you can get back in the game (unless you get the ""Network Cable..."" error again--!).5). The Patch. What kind of PS2 game has to require you to download patches to fix the bugs? And then what kind of game uses patches that fix problems but creates still more problems?The darn game already eats up the bulk of my memory card. I don't have room to keep downloading these things. The first patch was released in late February of 2004. The second in mid-September of 2004. If there's a third--why not just release a whole darn new game?Okay. In the plus category, there are three: 1). 22 maps and they all look very gorgeous, 2). the social-interactive component of the game sets a standard for others to follow and 3). the game prevents Game Sharkers/cheaters.  That's a half-compliment. Glitchers (different from cheaters) will find new ways to exploit the game...and will eventually bring it down.Socom 1 had none of these problems. That game was destroyed by cheaters. Socom 2 smells suspicously of a game that was rushed out for Christmas at the expense of proper beta-testing. If Zipper could go back to the first game's program code and yet keep out the cheaters...well, then they will have a game worthy of five stars.Or maybe someone else will come along and blow this game out of the water.",Nice Idea...But Zipper's Bugs Destroy Any Online Quality
22470,"by
    
    Sony",2,"I hated this game. It is too hard.  As soon as you start, boom you are dead.It takes FOREVER to get better in the game because when u are a beginner, the whole game is practically better than you. Ya so what, people shoot at each other in teams like the us navy seals. Even if you start to do bad, just a little  bad, they will all vote you out and you will leave that room and you cant go back in.  What if you are just new and you cant help it?  Then for awhile you wouldnt be able to go into any room. And say your teammate was there and someone from the other team was running in front of him, you shoot him and just barely miss and hit your teammate. You tell them sorry, like I did and they still....vote you out.  I have played a million games like that, that are much better.  Try out Americas Army.  It is MUCH better!This game is a huge waste! waste waste waste DO NOT GET IT.",This game stinks....waste of money
22485,"by
    
    Sony",2,"the first SOCOM game was amazing, and now with the release of SOCOM II, Zipper interactive was looking to make an even better hit. But...As so many sequals to anything are, this one didnt exacally nail it on the button like the first one did. For starters, the game is extreely easy compared to the first one. Secondly, the graphics arent exacally what you'd expect for a second game, they are almost just a little worse in comparison to the first game. The Ai isnt all that, and it's more about mindless terrorist flying themselves at you than they are shooting at you.I will grant that the health bar addition is good, and your buddies are a little smarter than the first one, but in addition, their accurecy isnt like the first one. It's like they lost the ""One shot, one kill"" saying. There are only two levels that proved challenging, and it is because the stealth was an absolute must on Admiral [the highest hard].I guess since the first one was a surprise, it made me expect more out of this one, but, I didnt get what i was expecting. There are a few really fun levels, but overal, not really worth it, unless you just want to say you've played it.This one could have been so much better, if only they made it harder, it would be challenging. For 20 bucks a pop though, it isnt so bad. But I do recomend the first one instead of this one.Hooyah...",Sequels...
22488,"by
    
    Sony",1,"Well, Sony has done it again; they have made a completely horrific game, and I don't mean horrificly good, i mean horrificly bad.  PlayStation 2 is too choppy and the framerate is too slow to run a half-decent game.  They release SOCOM II, and Xbox releases Rainbow Six 3, and I know what you're gonna say: &quot;Rainbow Six 3 is on all 3 systems&quot;, well it's only actually GOOD on the Xbox.  No matter what Sony tries, Microsoft will always be two steps in front of them.","the graphics suck, boring game"
22503,"by
    
    Sony",2,"Sure, the game *could* be great on-line game. But its unforgiveable flaws turn what could be something of a classic into an ulcer-inducing experience.Let's re-cap:1). The load-up time is just criminal! It takes--what--five minutes or so (I'm being nice) between the time that the CD first starts to load and when the player finally connects to the on-line system. Life is too short. This is atrocious. Check out games like ""Amplitude"", ""Tribes"" or Hell, even ""Socom 1"" and the load-up/log-in time is never more than a minute.2). ""Network Cable is Disconnected"". An error message that for no reason pops up once, twice even three times during the boot-up/log-in process (worse now with the recent patch). Not that the network cable really is disconnected, by the way. And once the error message appears the only resort is to re-boot the game. Takes the player all the way to the title screen. Start the clock and watch another five minutes of loading drip by. This problem happens routinely to most players.3). The scoring system. Zipper has refused to comment on the exact algorithm that they use for their zany scoring system. Don't try to figure it out. Win a round--your rank may go up or down...lose a round--your rank may go up or down. Who knows? The on-line joke is that even Zipper has lost control over it. Most players have long since abandoned trying to make sense of it. Even with the new patch the logic of the scoring system remains a mystery.4). Unpredictable on-line gameplay. When the disclaimer pops up and reveals that ""Online experience may change during gameplay"", they ain't-a kidding! Lag-issues aside, whole servers sometimes crash for no reason, microphones work...then they don't and players are bounced from a game all the way back to the load up screen--you now get rewarded with another five minutes wait before you can get back in the game (unless you get the ""Network Cable..."" error again--!).5). The Patch. What kind of PS2 game has to require you to download patches to fix the bugs? And then what kind of game uses patches that fix problems but creates still more problems?The darn game already eats up the bulk of my memory card. I don't have room to keep downloading these things. The first patch was released in late February of 2004. The second in mid-September of 2004. If there's a third--why not just release a whole darn new game?Okay. In the plus category, there are three: 1). 22 maps and they all look very gorgeous, 2). the social-interactive component of the game sets a standard for others to follow and 3). the game prevents Game Sharkers/cheaters.  That's a half-compliment. Glitchers (different from cheaters) will find new ways to exploit the game...and will eventually bring it down.Socom 1 had none of these problems. That game was destroyed by cheaters. Socom 2 smells suspicously of a game that was rushed out for Christmas at the expense of proper beta-testing. If Zipper could go back to the first game's program code and yet keep out the cheaters...well, then they will have a game worthy of five stars.Or maybe someone else will come along and blow this game out of the water.",Nice Idea...But Zipper's Bugs Destroy Any Online Quality
22509,"by
    
    Sony",2,"I hated this game. It is too hard.  As soon as you start, boom you are dead.It takes FOREVER to get better in the game because when u are a beginner, the whole game is practically better than you. Ya so what, people shoot at each other in teams like the us navy seals. Even if you start to do bad, just a little  bad, they will all vote you out and you will leave that room and you cant go back in.  What if you are just new and you cant help it?  Then for awhile you wouldnt be able to go into any room. And say your teammate was there and someone from the other team was running in front of him, you shoot him and just barely miss and hit your teammate. You tell them sorry, like I did and they still....vote you out.  I have played a million games like that, that are much better.  Try out Americas Army.  It is MUCH better!This game is a huge waste! waste waste waste DO NOT GET IT.",This game stinks....waste of money
22524,"by
    
    Sony",2,"the first SOCOM game was amazing, and now with the release of SOCOM II, Zipper interactive was looking to make an even better hit. But...As so many sequals to anything are, this one didnt exacally nail it on the button like the first one did. For starters, the game is extreely easy compared to the first one. Secondly, the graphics arent exacally what you'd expect for a second game, they are almost just a little worse in comparison to the first game. The Ai isnt all that, and it's more about mindless terrorist flying themselves at you than they are shooting at you.I will grant that the health bar addition is good, and your buddies are a little smarter than the first one, but in addition, their accurecy isnt like the first one. It's like they lost the ""One shot, one kill"" saying. There are only two levels that proved challenging, and it is because the stealth was an absolute must on Admiral [the highest hard].I guess since the first one was a surprise, it made me expect more out of this one, but, I didnt get what i was expecting. There are a few really fun levels, but overal, not really worth it, unless you just want to say you've played it.This one could have been so much better, if only they made it harder, it would be challenging. For 20 bucks a pop though, it isnt so bad. But I do recomend the first one instead of this one.Hooyah...",Sequels...
22527,"by
    
    Sony",1,"Well, Sony has done it again; they have made a completely horrific game, and I don't mean horrificly good, i mean horrificly bad.  PlayStation 2 is too choppy and the framerate is too slow to run a half-decent game.  They release SOCOM II, and Xbox releases Rainbow Six 3, and I know what you're gonna say: &quot;Rainbow Six 3 is on all 3 systems&quot;, well it's only actually GOOD on the Xbox.  No matter what Sony tries, Microsoft will always be two steps in front of them.","the graphics suck, boring game"
24753,"by
    
    Sony",1,"The first time I ordered this, I didn't get the greatest hits version, and the game played horribly.By horrible, I mean it would get stuck on load times and the loading icon would turn red as a sign that basically, it wasn't gonna load no matter how long I waited. I thought this was a problem with my playstation 2, but to my surprise, this has happened to many people with the first version of the game. I did not enjoy this and ended up buying a second copy, but the greatest hits kind off of ebay. This copy worked fine and I havent had a problem since. Do not buy the regular version of this game, buy the greatest hits version which is red at the top and says greatest hits.Aside from the disc...This game for playstation 2 has amazing graphics and a really wide selection of cars. It's pretty awesome, and also cool using a driving wheel. I'd recommend this game.","the graphics suck, boring game"
24759,"by
    
    Sony",2,"As the subtitle of the game implies, it is the ""Real Driving Simulator"". GT4 attempts to imitate driving in real life and does a pretty good job. The cars and race tracks are beautiful. And there's plenty variety of cars to choose from. But gameplay can be frustrating and drive you up the wall if you can't master cornering or brake at the wrong time and spin out.I for one just suck at this game, since I couldn't get used to cornering. Heck, I didn't want a realistic experience in driving or buying a car. I just wanted to race. So I jumped in head-first, picked the coolest car I could find, and drove like a maniac around the track, only to spin out and lose the race. This game, as I found out too late, is more suitable to those who want a classy, lifelike imitation of driving a real car. But I didn't want that. I never should've listened to that review of this game off of Youtube. This game is NOT easy. It's hard and requires much time and dedication, both of which I don't have much of, especially to a game of this difficulty.Guess I should've gone for a racing game like Burnout, huh?The ""realistic"" driving experience here is authethic, and I'm sure someone out there loves it. But this game was more infuriating than fun for me,and now has a permanent spot under the other games in my collection, wasting away. What a waste a money. I bought it ""New"", you know. And I can'tget a refund for a product that works fine but I suck at using it. What a waste...","The ""Real Driving Simulator"""
24765,"by
    
    Sony",2,"I liked GT3 AND loved! GT2, so let me begin by saying this game does not measure up...The sad part is that there are a ton of cars, including used cars and really neat historical cars but that is not enough to save this game. My problem with this game is that driving cars is too darn hard, I cant even corner going 60 in a super car most of the time!What else is wrong? NO F1 CARS!! I really dont know how they avoided putting them in this game. It was too tough to drive with cheap cars and the same was true for super cars, just stick with gt3 and save yourself the headache",Anyone want a helping of really bad physics?
24768,"by
    
    Sony",2,"After a long time playing with GT3, only thing that wasn't there and won't be there in the 4th installment is Online. First they say no, then yes, then guess what, no again. This game is going to play just like the last, only improvment is the newly added cars, still gameplay is the same, from the Prolouge game that came out on early August, and well, that's it. The no.1 driving sim my A$$, there's no online mode, they kept me waiting saying that it'll be online, and when they announce the official release date, they manage to say that it's not online. How does Sony, the publishers of this game, don't seem to add in their trademark online mode? Makes you think!! NOT!Guess i'll have to wait for Need For Speed Underground 2, atleast that game has online mode, the heck with wasting my cash on this garbage.",What the...?
24771,"by
    
    Sony",1,"I was so looking forward to this game and now that I finally got to play it, it is a HUGE disapointment.  Sure there are some minor improvements over GT3, but they certainly aren't worthy of all the development time that went into this game.Those minor improvments are:  better graphics, improved physics engine (so they claim), more race tracks, slightly better car selection (a few more American cars now, but still none of the top racing brands, and way too many obscure Japanese cars that no body cares to use anyway.  Sure there are 600+ cars but most of them are just cheap filler, like 20 versions of the same car).  Most of the added features are just cheap gimmicks, like taking pictures of your cars; who cares???The biggest thing that's missing is ONLINE PLAY!!! What happened? They promised online play for GT4 and it's not here! With out this major feature there really isn't much reason to buy this game!  Now we'll all just have to wait and hope that Forza Motorsport for XBox (which will have online play) will be able to deliver on what GT4 didn't!!Save yourself $30 hard earned dollars and spend $20 on GT3 instead, and if you already own GT3, don't waste $50 on this minor update.","the graphics suck, boring game"
24786,"by
    
    Sony",1,"Just as a disclaimer, my standards are very low when it comes to racing games. So when I say this game sucks, I mean most normal gamers will think this game sucks.I loved GT3 so I thought this would be an improvement. But I was wrong. This game sucks in every possible way, interface sucks, the graphics are worse than GT3, and the events are the same as GT3. The license tests are embarrassing to the franchise.I was hesitant to buy the game in the first place but after I saw the positive reviews on amazon (124 5stars and 36 1stars) I thought that many people can't be wrong, but I was SOOO WRONG. Those people were either paid off to make good reviews or the sellers of the game made fake reviews to con us into buying it. Either way they were wrong.PLEASE DO NOT waste your money on this game.","the graphics suck, boring game"
24788,"by
    
    Sony",2,"In order to be impressed by the graphics, you need a HDTV.  Without one it's a touched up GT3, jaggies and all.  The city tracks are nice to look at, but the actual race courses(laguna seca) are poorly done, especially considering there are only 6 cars per race.  I didn't want to use the F word(I'm not even getting it), but the side-by-side video between GT4 and Forza's Laguna Seca is an eye-opener.  The PS2 is capable of more than this.To notice the physics differences, your going to have to have the $150 wheel.  This is the only real addition worth buying the game for, but most people are going to skip it due to it being as much as a new console.  The bottom line is the game in this day in age feels dated and wooden without the wheel.  Now this doesn't apply if you didn't play the other GT's, but what the hell kind of racing fan hasn't.The interface is pretty much the same as always.  Sure some things like races are better organized, but they are just sprawled all over the place on the map.  And you know that little Garage icon from earlier GT's.  Say goodbye to that.For all the delay hoopla, nothing meaningful was done except PD playing around with obscure japanese cars.  No online play, AI or damage will mark the GT series' downfall.  Enthusia, nevermind inevitably forza, might take the crown away this year.  Unless you meet the far-fetched criteria needed to see changes, you are better off passing on this game.",Where did the time go?
24793,"by
    
    Sony",2,Not as good as GT3,Two Stars
24798,"by
    
    Sony",2,"Gran Turismo 4 is like robots taking over the world.  If they conquered, there would be peace, and everything would be perfect.  But everything would be bland and uncreative.  GT4 has a great amount of potiential.  The game has great graphics, lots of cars, and tons of features like taking pictures of your car.  It is very realistic.  What will irritate you is how the game feels.  The menu icons in Gran turismo mode are scrambled confusingly without a garage icon.  The racing portion just feels way too slow.  (It might just be me, because once you've played Burnout 3 for a month or so anything feels way to slow)  The speedometer says 120 miles per hour but it only feels like your going 45.  It's just sluggish.  The driver's licences are annoying and seem much harder than GT3's.  Most cars you won't want to drive anyway. (Do you want to drive a Scion XB or a Honda Insight? Me neither.)  Did I mention GT4 is a real memory card hog?  It takes up 1,495 kb, which is about ten times as much as a normal game.  The memory card icon is simply a white bland cube that has Gran Turismo 4 written on it.  That fits the game alright.  Uncreative.  The game has very little creativity, the only really new addition was spectators.  The cars handle like bumper cars.  It feels hard to make a slight turn.  There are no damage or crashes.  ( How realistic is that?) They held off this game for about 3 years and they couldn't fix these problems?  Overall, this was a very disappointing game.  This wasn't worth the wait.  You have little to no fun playing this.  Instead, I recomend the awesome Burnout 3, which breaks away from annoying realism, is extremely and overly fast, adrenaline pumping, and most of all, is really, really fun.",Worth the three year wait? I think not!
24814,"by
    
    Sony",1,it is the worst driving game i ever played the cars turn on there own i tried everything to stop them from turning even when u are on a straight road they turn on there own it sucks do not buy and the license sucks,"the graphics suck, boring game"
24831,"by
    
    Sony",1,"The first time I ordered this, I didn't get the greatest hits version, and the game played horribly.By horrible, I mean it would get stuck on load times and the loading icon would turn red as a sign that basically, it wasn't gonna load no matter how long I waited. I thought this was a problem with my playstation 2, but to my surprise, this has happened to many people with the first version of the game. I did not enjoy this and ended up buying a second copy, but the greatest hits kind off of ebay. This copy worked fine and I havent had a problem since. Do not buy the regular version of this game, buy the greatest hits version which is red at the top and says greatest hits.Aside from the disc...This game for playstation 2 has amazing graphics and a really wide selection of cars. It's pretty awesome, and also cool using a driving wheel. I'd recommend this game.","the graphics suck, boring game"
24837,"by
    
    Sony",2,"As the subtitle of the game implies, it is the ""Real Driving Simulator"". GT4 attempts to imitate driving in real life and does a pretty good job. The cars and race tracks are beautiful. And there's plenty variety of cars to choose from. But gameplay can be frustrating and drive you up the wall if you can't master cornering or brake at the wrong time and spin out.I for one just suck at this game, since I couldn't get used to cornering. Heck, I didn't want a realistic experience in driving or buying a car. I just wanted to race. So I jumped in head-first, picked the coolest car I could find, and drove like a maniac around the track, only to spin out and lose the race. This game, as I found out too late, is more suitable to those who want a classy, lifelike imitation of driving a real car. But I didn't want that. I never should've listened to that review of this game off of Youtube. This game is NOT easy. It's hard and requires much time and dedication, both of which I don't have much of, especially to a game of this difficulty.Guess I should've gone for a racing game like Burnout, huh?The ""realistic"" driving experience here is authethic, and I'm sure someone out there loves it. But this game was more infuriating than fun for me,and now has a permanent spot under the other games in my collection, wasting away. What a waste a money. I bought it ""New"", you know. And I can'tget a refund for a product that works fine but I suck at using it. What a waste...","The ""Real Driving Simulator"""
24843,"by
    
    Sony",2,"I liked GT3 AND loved! GT2, so let me begin by saying this game does not measure up...The sad part is that there are a ton of cars, including used cars and really neat historical cars but that is not enough to save this game. My problem with this game is that driving cars is too darn hard, I cant even corner going 60 in a super car most of the time!What else is wrong? NO F1 CARS!! I really dont know how they avoided putting them in this game. It was too tough to drive with cheap cars and the same was true for super cars, just stick with gt3 and save yourself the headache",Anyone want a helping of really bad physics?
24846,"by
    
    Sony",2,"After a long time playing with GT3, only thing that wasn't there and won't be there in the 4th installment is Online. First they say no, then yes, then guess what, no again. This game is going to play just like the last, only improvment is the newly added cars, still gameplay is the same, from the Prolouge game that came out on early August, and well, that's it. The no.1 driving sim my A$$, there's no online mode, they kept me waiting saying that it'll be online, and when they announce the official release date, they manage to say that it's not online. How does Sony, the publishers of this game, don't seem to add in their trademark online mode? Makes you think!! NOT!Guess i'll have to wait for Need For Speed Underground 2, atleast that game has online mode, the heck with wasting my cash on this garbage.",What the...?
24849,"by
    
    Sony",1,"I was so looking forward to this game and now that I finally got to play it, it is a HUGE disapointment.  Sure there are some minor improvements over GT3, but they certainly aren't worthy of all the development time that went into this game.Those minor improvments are:  better graphics, improved physics engine (so they claim), more race tracks, slightly better car selection (a few more American cars now, but still none of the top racing brands, and way too many obscure Japanese cars that no body cares to use anyway.  Sure there are 600+ cars but most of them are just cheap filler, like 20 versions of the same car).  Most of the added features are just cheap gimmicks, like taking pictures of your cars; who cares???The biggest thing that's missing is ONLINE PLAY!!! What happened? They promised online play for GT4 and it's not here! With out this major feature there really isn't much reason to buy this game!  Now we'll all just have to wait and hope that Forza Motorsport for XBox (which will have online play) will be able to deliver on what GT4 didn't!!Save yourself $30 hard earned dollars and spend $20 on GT3 instead, and if you already own GT3, don't waste $50 on this minor update.","the graphics suck, boring game"
24864,"by
    
    Sony",1,"Just as a disclaimer, my standards are very low when it comes to racing games. So when I say this game sucks, I mean most normal gamers will think this game sucks.I loved GT3 so I thought this would be an improvement. But I was wrong. This game sucks in every possible way, interface sucks, the graphics are worse than GT3, and the events are the same as GT3. The license tests are embarrassing to the franchise.I was hesitant to buy the game in the first place but after I saw the positive reviews on amazon (124 5stars and 36 1stars) I thought that many people can't be wrong, but I was SOOO WRONG. Those people were either paid off to make good reviews or the sellers of the game made fake reviews to con us into buying it. Either way they were wrong.PLEASE DO NOT waste your money on this game.","the graphics suck, boring game"
24866,"by
    
    Sony",2,"In order to be impressed by the graphics, you need a HDTV.  Without one it's a touched up GT3, jaggies and all.  The city tracks are nice to look at, but the actual race courses(laguna seca) are poorly done, especially considering there are only 6 cars per race.  I didn't want to use the F word(I'm not even getting it), but the side-by-side video between GT4 and Forza's Laguna Seca is an eye-opener.  The PS2 is capable of more than this.To notice the physics differences, your going to have to have the $150 wheel.  This is the only real addition worth buying the game for, but most people are going to skip it due to it being as much as a new console.  The bottom line is the game in this day in age feels dated and wooden without the wheel.  Now this doesn't apply if you didn't play the other GT's, but what the hell kind of racing fan hasn't.The interface is pretty much the same as always.  Sure some things like races are better organized, but they are just sprawled all over the place on the map.  And you know that little Garage icon from earlier GT's.  Say goodbye to that.For all the delay hoopla, nothing meaningful was done except PD playing around with obscure japanese cars.  No online play, AI or damage will mark the GT series' downfall.  Enthusia, nevermind inevitably forza, might take the crown away this year.  Unless you meet the far-fetched criteria needed to see changes, you are better off passing on this game.",Where did the time go?
24871,"by
    
    Sony",2,Not as good as GT3,Two Stars
24876,"by
    
    Sony",2,"Gran Turismo 4 is like robots taking over the world.  If they conquered, there would be peace, and everything would be perfect.  But everything would be bland and uncreative.  GT4 has a great amount of potiential.  The game has great graphics, lots of cars, and tons of features like taking pictures of your car.  It is very realistic.  What will irritate you is how the game feels.  The menu icons in Gran turismo mode are scrambled confusingly without a garage icon.  The racing portion just feels way too slow.  (It might just be me, because once you've played Burnout 3 for a month or so anything feels way to slow)  The speedometer says 120 miles per hour but it only feels like your going 45.  It's just sluggish.  The driver's licences are annoying and seem much harder than GT3's.  Most cars you won't want to drive anyway. (Do you want to drive a Scion XB or a Honda Insight? Me neither.)  Did I mention GT4 is a real memory card hog?  It takes up 1,495 kb, which is about ten times as much as a normal game.  The memory card icon is simply a white bland cube that has Gran Turismo 4 written on it.  That fits the game alright.  Uncreative.  The game has very little creativity, the only really new addition was spectators.  The cars handle like bumper cars.  It feels hard to make a slight turn.  There are no damage or crashes.  ( How realistic is that?) They held off this game for about 3 years and they couldn't fix these problems?  Overall, this was a very disappointing game.  This wasn't worth the wait.  You have little to no fun playing this.  Instead, I recomend the awesome Burnout 3, which breaks away from annoying realism, is extremely and overly fast, adrenaline pumping, and most of all, is really, really fun.",Worth the three year wait? I think not!
24892,"by
    
    Sony",1,it is the worst driving game i ever played the cars turn on there own i tried everything to stop them from turning even when u are on a straight road they turn on there own it sucks do not buy and the license sucks,"the graphics suck, boring game"
25654,"by
    
    Sony",1,"Wish I hadn't wasted the money.First Glitch: Health and Mana viels could not be used. Reloaded and started the game at least ten times before finally deciding to try and venture on without.  Of course, it made for difficult and time consuming gameplay...running around circles during boss battles until my health replenished.Diehard that I am, I still managed to put HOURS into this shotty game and survived until reaching level two. That's when I found the SECOND glitch which made continuation impossible.Upon killing the Big Spider Boss, I decided to head back to unload my loot before entering the doors to level two.  Once done and ""saved"", I returned to the doors only to discover they were now CLOSED and I was unable to move forward without starting the entire game over again!After 12 hours of struggling to work around the games many unresolved errors, problems and glitches; the oh-so-boring 'hack and slash' gameplay was hardly worth the time... OR the money I spent.","the graphics suck, boring game"
25660,"by
    
    Sony",2,"ok so i knew it was like baldur's gate, but unfortunately it's worse!  it gives you too many options to deal with items, customizations and whatnot, and not enough fun action.  i was really hoping a big problem with baldur's gate (aiming arrows) would be fixed, but nope!  it wasn't.  in fact, the problem was worse.  screw this game.",this game was better when it was called baldur's gate: dark alliance
