,overall,brand,price,reviewTime_y,reviewText,summary
43958,4,H&R Block,47.3333333333333,"03 21, 2011","The Federal and State programs were again easy to use, and had plenty of directions and references for the times when things got a little uncertain.  I found the Deduction Pro part rather awkwardly organized.  I have used it in the past, but it was easier for me this year to just make an Excel spreadsheet and list all the donations. Overall, I was able to do everything an about 4-5 hours and filed electronically.  The refunds came earlier than I had expected!",H & R Block At Home - 2010: Easy to use and file the returns
43959,4,H&R Block,47.3333333333333,"03 20, 2011","I have used this program in its various incarnations, from Tax Cut to whatever it's called this year.  As my life has gone from being single to married to having a house and kids it has made doing my taxes easy.  The questions are pretty straightforward, and as I've used it year after year it just imports a lot of the data entry from last year's forms (Social Security Numbers, W-2 ID numbers and the like).  Download was a snap.  I especially like the state option, as Vermont's tax system has gotten more and more complex and requires more and more forms.  Asking for the IRS to mail me a check, it took a few weeks but I had it by March 1.

Every year I've thought about jumping ship to Turbo Tax, and then I read a slew of reviews keeping me here.  Very early on, Tax Cut found me a $1,500 deduction/refund that I would never have thought of getting, so I still ride the positive emotions of that ""find"" as I click away at the questions.

That said, I have a sneaking suspicion I'm missing something.  Perhaps it's the middle class fear that the system is set up to rip me off, but in not having a personal tax accountant I worry that my money is not working hard enough for me, and that I am missing thousands in deductions without realizing it.  Some of my friends tell stories of their accountant and what they tell them is ""okay"" to deduct, which gets me thinking.  For the first time, I've thought of going and getting a review.  Still, a friend goes into the H & R Block offices and, from what he describes, it sounds like the guy behind the desk just goes through the same prompts as this.  Indeed, the program is so easy I find myself in a kind of haze and, in the end, its so easy I think I must have missing something because taxes are supposed to hurt, right?  There's research about how our brain makes choices based on the difficulties of the decision, and I fear the ease of this program is leading me to think my finances are nothing of consequence and I'll miss mistakes.  Yes, my Luddite mind is over thinking things.  I think I'm just bugged by the tax code, and wish we had a flat tax at this point.

This suspicion, and the changing name of the program, is why I only give it four stars.  If you are not paranoid, you would probably give it five.",Quick and Easy Taxes
43960,4,H&R Block,47.3333333333333,"03 19, 2011","I've used turbo tax before and I prefer it slightly.  One thing is, I use Scottrade and it is very easy to enter in my trades since turbo tax will let you import them right into the software.  H&R also is a little confusing on settling wash trades","Good, Not Great"
43961,4,H&R Block,47.3333333333333,"03 17, 2011","Easy download, and easy to use tax software.  Only downside was to get free e file code must go back to Amazon when filing.",2010 At Home tax software
43962,4,H&R Block,47.3333333333333,"03 16, 2011","I was a little nervous purchasing this product with some of the other reviews out there.  I had no problems whatsoever downloading, installing or using this product.  It got the job done quite nicely.",Worked fine
43963,4,H&R Block,47.3333333333333,"03 13, 2011","I have been using this product for years.  I still have yet to have and a real issue with it.  The price has always been better than the competitor's.  The update's can be a bit of a bother but these are more than likely spawned by external forces such as last-minute changes to tax laws, codes, and tables. The product has improved a little each year. They seem to have learned from the previous year's version and made the product progressively better. One thing that has not worked is the option to download a w2, (if your employer makes that option available). My employer does upload our w2's but ""what goes up"" does not seem to come down in this particular instance. One last thing, make sure you backup your data and keep a copy of your return on a secure form of portable media.  That saved me this year when my hard drive decided that to prove that  death and taxes are truly inevitable.",Inevitable
43964,4,H&R Block,47.3333333333333,"03 11, 2011","I have been using H&R Block At Home for several years. It is comparable to TurboTax and always around $10 cheaper.  I use the deluxe download edition.  I have a more complicated return than most people.  We have to file Schedule A, C, SE, plus schedule E for an s-corp and a separate LLC.  It handles them all, no need to buy Premium.  I have to do multiple returns for my household.  So, it is a much better deal to buy the download than using H&R Block or Turbotax online.  Five federal e-files is what makes this a better deal.  The only thing that stinks is paying for the State efile separately for each return.","Good deal, works as advertised"
43965,4,H&R Block,47.3333333333333,"03 11, 2011","No problems, this is the best way to get your tax software. If you want to save time and money",don't need the cd faster and cheaper to download
43966,4,H&R Block,47.3333333333333,"03 8, 2011","This is a pretty good piece of software for basic use -- not intelligent enough to handle complex small business nuances, but great for the everyday user. The help could be better, but a the software is a very good value overall -- particularly with the state efile option. A quick TurboTax comparison last year revealed minimal differences for everyday users and AtHome is much cheaper. Stupid name -- they should have stuck with TaxCut.",Pretty Good for Basics
43967,4,H&R Block,47.3333333333333,"03 7, 2011","I've been using this since it was first known as Tax Cut. It has all the forms to accommodate a couple of salaries plus Schedule C for a home-based business. Every year it imports last year's info and lets me edit anything necessary before stepping through the process. By going through the steps, the software reminds you of some useful paperwork you might have forgotten is deductible. (last year's personal property taxes you paid?) I think most families have as much paperwork these days as a small business, and H&R Block At Home helps you make sense of it when tax time comes.

I purchased the download from Amazon for the second year in a row, and the only issue I had was the download hanging. That's because it was trying to have me download the Amazon installer, which I already had on my computer. Stopping the download and starting the Amazon software let me download the program. Amazon may want to fix that issue.",Easy to use and does the job
43968,4,H&R Block,47.3333333333333,"03 6, 2011",Nice and easy to use product. Especially if you used the previous year and it downloads the information. I would recommend it.,Good Product For The Price
43969,4,H&R Block,47.3333333333333,"03 5, 2011",I have tried other tax prep software but keep coming back to H&R Block because they cover all of the basics and much more.,Still a great product
43970,4,H&R Block,47.3333333333333,"03 4, 2011","Does everything I need it to, but the product tiers and pricing are unnecessarily complex. Strangely, it is cheaper (by a few dollars) to get the digital download from Amazon than from H&R themselves ! I may be biased because my state's returns are very simple, so asking an additional $25-$35 for state + state e-Filing seems unjustifiable.",Works as described. Strange pricing structure
43971,4,H&R Block,47.3333333333333,"03 3, 2011","Well, I haven't opened the box yet.  I am waiting for the Federal Government/IRS to get their act together and publish the corrections needed to account for legislative changes made last year.  Nonetheless, if I had opened the box and installed the software, I am sure that the product would be just as useful and easy to use as last year's version.  I use it primarily to double check my work, since in my situation there isn't anything too complicated about tax preparation: check the boxes, send the money, end of story.",H&RBlock At Home
43972,4,H&R Block,47.3333333333333,"03 1, 2011","I have been using Taxcut for several years now.  It has worked fine and I have no major issue.  I would only caution that if you have a very complicated return, you go to an accountant.  One of the minor issues I have with this software (and the same may be True of Turbo Tax) is that some of their explanations for some of the more complex inputs is not as clear.  And many times, they utilimately refer you to the IRS publication for information.

But for my purposes, Taxcut has worked fine and I just finished e-filing both my Fed and State.",Work Again for Federal and NY State
43973,4,H&R Block,47.3333333333333,"03 1, 2011","this is an FYI for everyone who has the same problem I did.  When you go to e-file your federal return, it asks you to enter a Key Code, indicating that the code is in the pattern of ABCD-1234 (alphabetic-numeric).  the ""What does a Key Code look like"" link says something about receiving the code in an email.  Well, neither of those things is True.  As it turns out, the Key Code for e-filing is the same as the Product Code for the download in your Amazon.com Software Library, which probably has alphabetic characters on both sides of the ""-"".  The frustrating thing is that I seem to remember having the same problem last year.","OK program, but e-file Key Code not clear"
43974,4,H&R Block,47.3333333333333,"02 19, 2011","Works great for simple (my son's) or complex (mine).  Audit check has never failed me as I have been using TaxCut for over 12 years now, even before it was H&R Block.",Great for simple or complicated returns
43975,4,H&R Block,47.3333333333333,"02 13, 2011","I'm surprised by the number of negative comments. After reading many of them, it appears that most are about downloading or importing additional information from other software. I haven't experienced any of those problems.

First, the download from Amazon was simple and easy. You do have to be careful and pay attention to where Amazon says it is putting it on your computer. I actually thought the download hadn't worked the first time, but when I went back, I found the program exactly where Amazon said it would be -- it just wasn't where I thought it would be in the first place. Nevertheless, the download itself was simple and Amazon's software library is great because if you lose the file or need to reinstall it, Amazon will allow you to do so from your personalized software library. A great ""peace-of-mind"" aspect to their service.

Second, we have a small home-based business, so we need to file a Schedule C (and several other documents). I've used the deluxe version of this program for the last 10 years and have found it to be wonderful. I've had a professional tax consultant review the results a few times and he has been impressed with the detail that is included in the program. The questions are simple and easy to understand. It does take a while, but if your files are in order, you can be finished in one evening. The program did try to get us to upgrade once, but it was only once, and I can't fault them for doing so. They are a business and trying to sell a product, why wouldn't they advertise other options available to consumers? It was certainly not annoying, and a single click to tell them ""no thank you"" gets you on your way to the next part of the interview. We also have an older computer, but this year's version loaded just fine.

Third, my only gripe with this is the customer support from H&R Block. (and this is the reason why I gave it 4/5) I downloaded the state program (again, a simple process). However, when it was completed, I had a question about one of the deductions allowed for my state. At the time, it didn't appear that the program was putting in the correct number. I called Customer Support, and they had no easy answer and the person I spoke with had trouble calling up my state form. I find this ridiculous. All I wanted to know was how a particular line on my state form was calculated, and she couldn't tell me. It's not that she thought I needed to talk to a tax consultant and was refusing to answer, she just didn't know the answer to what I thought was a rather simple question. After being on the phone for 48 minutes, I happened to stumble across something from my state's tax website, which gave me the answer. You can be sure that I alerted the CS representative and made sure she knew to tell her supervisor that I was not pleased that they didn't have the answer.

So, overall -- it's a great product for simple and more complicated tax returns. I've been pleased with the product for the last ten years, and Amazon's download price was 40 percent off Walmart's best price locally, so that was an added plus. The product is easy to interact with. I was just sorely disappointed with the lack of knowledge from the customer support team.

Happy tax season!","Easy Download, Good Program, CS needs help"
43976,4,H&R Block,47.3333333333333,"02 13, 2011",Full featured Tax Software and an excellent price. I have used H&R Block software before so new it would work for me. Getting the download version worked well for me and saved shipping cost.,Good Tax Software. Great Price
43977,4,H&R Block,47.3333333333333,"02 13, 2011","Not a bad software package; wouldn't say it's any better or any worse than Turbo Tax. One thing Turbo Tax has over it is the ability to download directly from w2express. Main selling point was that TT has gone insane on their pricing, and got this on Amazon for $23, so by the time I had to do my second state download, I still saved money over buying TT. Will say that the interface kinda screws up when you're doing a side-by-side comparison of filing statuses - keep taking all my deductions and putting them on my wife. Don't understand that. Anyways - not worth $50, but worth $20 - $30 - just like Turbo Tax.",H & R Block @ Home
43978,4,H&R Block,47.3333333333333,"02 13, 2011","I have been using H&R Block's tax software for a few years, though I started with TurboTax before.  I got a chance to try out this year's TurboTax because they sent a free Federal copy to me.  The two are about the same.  TurboTax has a big advantage in which users can download from most companies and brokerage firms, while Block's only offers a few vendors.  I'm sticking with Block's because it's so much cheaper.  After all, who wants to spend more on tax preparation?",Good Value
43979,4,H&R Block,47.3333333333333,"02 12, 2011","Last year's ran fine on my Win7 x64 PC.  This year, it wouldn't install no matter what I tried.  H&R support was less than worthless.  Had to use Win7's WinXP mode.  Once I set that up, it worked great.  The software itself is fine - we have a typical situation with mortgage interest, child care, and some charitable deductions.  I can't comment on the state portion since we file our Delaware return for free through the state's website.","Still works great, but not on Windows 7 x64"
43980,4,H&R Block,47.3333333333333,"02 6, 2011","I don't have the time to write an extensive review but I want to reassure any person who is worried about purchasing this download based on prior reviews that you don't need to be worried. I have used the Taxcut software for years (seven or eight years). It is always a little less expensive than turbotax and I find the software to be very easy to follow and I feel that I always get my maximum refund. I was cautious since the softward has changed from Taxcut to H & R Block At Home but it is identical to what I was used to.
Key Highlights
*Amazon's software downloader was problem-free, fast, and easy
*Software imported my 2009 data from my computer - saved me lots of time
*DeductionPro is now online - interview takes you to it and it is easier than the 2009 version of DeductionPro
*Efile is still easy, free, and fast
*State software was downloaded when I prompted - fast, quick, easy.
*Software warned me that it may take longer to get refund since IRS is not accepting returns with itemized deductions until mid-Feb. I was happy to be warned of this possibility since otherwise I would have been angry that my refund wasn't processing like in years past.

The only reason why I give this software 4 out of 5 stars is because I still think that tax software is not 100% reliable as speaking with a CPA or real live person who does your taxes. I do have a couple of questions and although the software does answer it to the best of its ability, I sometimes worry that I'm making a mistake or not doing my return correctly. It is always a risk I take and so far I have not had any problems with the IRS or any personal tax liability issues so I believe I'm doing my taxes correctly. It is just nice I had the option of a person reviewing my return just to make 100% sure.",Same as last year - NO Problems!
43981,4,H&R Block,47.3333333333333,"02 3, 2011","This is the second year in a row I've used the H&R Block software, and continue to be pleased by the straight-forward navigation and ease of use.

The price point is good, especially compared with taking receipts to an accountant. That said, I don't find it incredibly intuitive for any sort of real complicated tax issues.

If you need live advice, it's available for an extra $20 fee. At some point, it becomes a better value to take it into a professional. But if you can swing it on your own without additional asssistance, this is the way to go.

Note that this does not include any state e-filing fees (only federal). This version includes federal e-filing for up to five federal returns. The next step up (premium) only include federal filing for one return, but it does include one of those $20 advice calls and some extra features. So be sure to compare the features before deciding which version is best for you.",Solid software for uncomplicated tax situations
43982,4,H&R Block,47.3333333333333,"05 29, 2016",Definitely helped with preparing my taxes.,Four Stars
43983,4,H&R Block,55.5,"02 24, 2011","Every thing was great just like every year, I used the same computer etc. for my taxes and H&R block's software.

The mistake I made was, when I performed the check status of (my) return and received my DCN number, I decided rather than go into the other room to print it or my return's copies, I would PRINT SCREEN and cut/paste into a Word 2003 new document. Apparently that not only destroyed Word 2003 from working, it killed my laptop's video driver, and then killed Windows XP. I am now reinstalling the OS with no 2010 tax return back up file, no printed files, and no DCN number saved (because they are all being wiped out in the OS installation process).

Do NOT print screen for your DCN. Print the page and print your documents. Oh, and, it also killed Adobe PDF Writer (and Acrobat 8).  Well done to the software writers and .dll folks who failed Windows 101 programming.

Good luck!",DO NOT PRINT SCREEN for your DCN
43984,4,H&R Block,55.5,"02 17, 2011",Very easy to use when doing your taxes. I have a rental property and I have used H&R Block tax software for several years now and will continue to use it.,SIMPLIFIES TAXES
43985,4,H&R Block,55.5,"05 20, 2011","I found the product easy to use, and reasonably priced. I've been using HR Block software for several years now, and don't see any reason to go elsewhere. I switched from Turbotax when Intuit decided they needed to install rootkits on customers' computers.",HR Block at Home 2010 worked for me
43986,4,H&R Block,55.5,"05 4, 2011",The software itself was easy to be used but it took me a while to figure out how to download the software into my computer.,Good & Easy
43987,4,H&R Block,55.5,"04 24, 2011","I have been using TaxCut / HRBlock At Home for the past 7 years.  It is a good product but it could be better.  Two shortcomings are:  1) it still does not handle ESPP stock sales properly, and 2) it balked at handling the K-1 data that I received from a publicly traded partnership that I own.  When I typed in one of the numbers from the K-1, the program said something like ""proper handling of this field is beyond the scope of this program"".  I bought the Premium edition - it should be able to handle K-1 data.",Good but could be better
43988,4,H&R Block,55.5,"04 21, 2011","I have used the download for a few years, good product for a good price. My wife is sole proprieter of her business, and this product fits that need just fine.","Worked fine, for a good price"
43989,4,H&R Block,55.5,"04 17, 2011","Program is easy to use. automatic updates so you will be current on all the tax laws. An error program to tell you about mistakes, and overlooked questions. It also helps you with tax advice for the next year and what you can do to save money. I've been using this product for years and it gets better and better...",H&R Block at Home
43990,4,H&R Block,55.5,"04 16, 2011",I have used this brand of software for years. It is more than adequate and easy to use. The areas for improvement are around home mortgage interest. It could have a much better wizard to handle points and refinancing and carry them over to the following years and when you refinance a certain mortgage handle the deduction of the remaining points. We also had a problem with the software not prompting for the mortgage ceiling and allowing you to put in interest for more than the IRS allowable mortgage ceiling and it cost us an audit and penalties which I could never figure out how to make H&R block pay for.  I have to buy the premium to handle a rental house I own and it could certainly do a better job in the wizards for that.  Over all I like the software and will keep using it as long as it is price competitive. The day the price is the same as turbo tax I will switch.  AS far as the buying experience from Amazon...top notch.,turbo tax premium state and federal
43991,4,H&R Block,55.5,"03 26, 2011","Took a while to fill out. Couple errors that were NOT self-evident. Help file not to helpful. Still, can't justify higher cost of competition. Will use this software again, most likely.",Took a while to fill out
43992,4,H&R Block,55.5,"07 9, 2013",It did what is was supposed to do and helped me get a great tax refund. Reasonably priced and will order again.,Easy to follow
43993,4,H&R Block,55.5,"01 4, 2011","This is far from a full review as the tax rules are not even in place yet ... but that is not H&R Blocks fault!

I wanted to do an early estimate on taxes to determine how much of my traditional IRA I wanted to roll over to my Roth.  For that, it worked well.

I haven't yet had the opportunity to test many of the functions and forms.  At the rate our government is progressing on the rules, that probably won't happen until at least March.",Pre year end estimate for IRA to Roth conversion
43994,4,H&R Block,55.5,"05 11, 2011","Worked well like the store bought disc. Downloading somewhat inconvenient in these days of desktop and notebook
computers ownership by the same individual.",H & R Block Premium & BusinessTax Software download
43995,4,H&R Block,55.5,"03 19, 2011","I never used the business part of this (a separate download with a separate program). All I needed was a Schedule C and the regular tax program. This used to be part of the Premium package, and it still is. But the presale info leads you to believe it no longer is and consequently I way over-spent on this product.

Next year, I will get just Premium again. If it doesn't have the Schedule C feature, then I'll go to a competing product and get my money back on this one.

Overall, a solid and easy to use tax prep program. But it should not be so confusing to figure out which one you need.","Easy to use, but the extra money for the business one is a ripoff"
43996,4,H&R Block,55.5,"03 18, 2011","I have a small S Corp so I need to do business and personal taxes.  The other big tax prep (Turbo) doesn't include schedules for S Corps so this is my main option.  For business taxes HR Block does have a fairly steep learning curve and it's a program you only use once a year so things can be forgotten, but I've been using it for about 5 years now and am able to get my taxes out in about a day and I'm not an accountant.

The personal taxes are also a part of the package and it's easy to do the taxes for my family.  The only complaints I have is that sometimes new words are used to describe things and I'm not sure what the new words are intended to refer to.  This may be a function of the governments changing things, but it can prolong the process when you have to look up what something is supposed to be. Example: is delivery; freight in, freight out or both.  It might seem minor, but there's always the worry you'll trigger an audit by entering something in the wrong place.",Shortens the time in tax time
43997,4,H&R Block,55.5,"03 8, 2011","This product works fine for me contrary to many reviews on Amazon. Also, price is way cheaper than TurboTax. I prepared both business (S-Corp) and personal tax using this product. FYI, there is no option for efile for corporate return. You have to print and mail return. It was not a deal breaker for me though.",Works fine for me
43998,4,H&R Block,55.5,"03 5, 2011",I read the best and worst reviews and downloaded anyway. The download & install is two executed files and the directions fully state that. Some who did not get the business files may have just not downloaded & installed it in two separate instances. I've been using HRB for the last 4 years and have been perfectfully happy with their product. I was able to pull over last years personal info but I am having trouble with the business info being recognized and pulled over (not sure why yet) so I need to do more research on that. Other than that so far so good. The software looks to be the same as previous years so I must say i am happy with the product and very happpy with the price.,Works perfectly fine
43999,4,H&R Block,55.5,"02 26, 2011",I need the 1041 from the business for a trust but need two states for the 1040.  The extra states costs $30 each so if you need multiple states this will get expensive.,Good product but high extra state costs
44000,4,H&R Block,55.5,"02 21, 2011","I've used H&R Block tax software for the past 5 years. It's intuitive, easy to use and educational as well. I've not used TurboTax so I don't have a basis for comparison. Kiplinger rated H&R Block above TurboTax.",Easy Tax Software for Novice
44001,4,H&R Block,55.5,"02 7, 2011","<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/H-R-Block-At-Home-2010-Premium-Business-Federal-State-eFile/dp/B0047UKEJQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">H&R Block At Home 2010 Premium & Business Federal + State + eFile</a>

I've been using this software for years to prepare partnership and personal returns and have been satisfied. In the past several years, Deduction Pro was included and I assumed it would be again this year. I didn't read carefully enough to realize that the version I bought did not come with Deduction Pro which helps the taxpayer value charitable donations. If you are considering this product and make non-cash charitable contributions, look for DeductionPro being included in your download.",H&R Block at Home 2010 Premium and Business
44002,4,H&R Block,55.5,"02 4, 2011","Excellent product. For personal returns, I like it much better than TurboTax, and it's cheaper. TTax has NO product that handles trusts (1041)! Only problem is, even with updates as of Feb 3, the Business product is still so back-level it's not really usable.",Excellent product (once it's all there)
44003,4,H&R Block,55.5,"11 22, 2012",The 2008 version was the first time I had used H&R Block software and liked it so much I ordered it for 2009 and 2010. Each year I prepare a limited number of personal and business income tax returns and have found that this software helps make tax preparation easier. I especially like the five free electronic filings. It is just the right number for me.,H&R Block 2010 Tax Preparation Software
44004,4,H&R Block,104.9,"02 8, 2011","How cool could that be? ;)  This version allows you to file your 1040, your schedule Cs and other forms.  eFile works smoothly.  The interface is nothing to write home about but remember, you are just filing your taxes.  H&R Block does a good job of communicating status changes with your tax filing.  For instance, because of the last-minute tax law changes before the new year the IRS is not processing filings with itemized deductions until February 14th.  H&R emailed me alerting me that they were holding my tax filing until that date to submit to the IRS.

Digital download works well and couldn't be more convenient.",Filing taxes on your mac...
44005,4,H&R Block,139.866666666667,"03 6, 2011","Pretty much the same year over year, H&R Block is a nimble tool to help individuals take ownership of their own taxes. Highly recommended!",H&R Block Simple and Effective
44006,4,H&R Block,139.866666666667,"01 22, 2011","I was hesitant to buy this via download based on another review but I bought and downloaded it 01/22/2011 and the download was easy with no problems and so was the install. There are number of separate steps in the process but it was fast and easy AND you get the ability to re-do it if needed. The whole process is within AMAZON too which is great. I used Mac OSX version 10.6.6 and Firefox 3.6.13.  As far as the program, I have not used it yet, but last year's was OK. I wrote this because I wanted to tell others that downloading works fine. Just take your time and read what is on the screen and the instructions presented. I only rated it a 4 stars as the program is never going to be perfect and never was in prior years. Just note that I have not actually used it yet.",Easy download for me
44007,4,H&R Block,139.866666666667,"03 3, 2011","Have used Tax Cut for years, very good product and easy to use, but beware if you buy this particular version which includes 1 state form during the use of the program there will be a popup advertising an upgrade to their Premium version for $15.00 that includes another State form.  This is False advertising as after I bought the upgrade, I needed another state form and tried to download and found out not possible. The support desk was completely unhelpful and actually acted like I was crazy for believing the advertisement that a State form would be included for $15.00.  I even sent a complaint in via their survey and did not even receive a reply.  The basic product is good but beware the bait and switch.",Good Product but some misleading advertising on upgrade
44008,4,H&R Block,139.866666666667,"02 17, 2011","H&R Block At Home Deluxe Federal + State + eFile 2010 for Mac [Download]- download went well, installation was easy, updated without any problems, easy to use.",Good program
44009,4,H&R Block,139.866666666667,"02 21, 2018",ok,Four Stars
44010,4,H&R Block,124.9,"05 2, 2011","This ""download"" product did not support a pre-paid efile for state returns.  The same product purchased locally the previous year as a disk did include the pre-paid efile for a state return.  The lower priced download version is not a value at all when the cost of efiling the state return is considered.  I fault Amazon for this and not H&R Block.  Amazon did not disclose this fact well.

The product worked well.  The only problem that I had is that it does not carry over State capital losses from one year to the next.",e-file scam
44011,4,H&R Block,55.9,"01 17, 2012","I've been using H & R Block Premium and Business tax software for over 5 years now.  Since I have a professional separate software package for personal taxes (Form 1040)in my CPA tax service, I use H & R Bock for miscellaneious business tax returns such as Estates and Trusts, Forms W-2, 1099 and C Corporations. This program, forms entry method, is top notch and is highly recommended for the small business owners as well as CPAs and other professionals who need a software program for a small number of returns each year.

I do not like the question and answer method employed in their 1040 program but most similar programs use it as well.

As the previous rater noted, Amazon prices change almost daily on tax software.  I will use her method to seek out a lower cost next time since I couldn't wait on Amazon to put it on sale this year.",Business tax returns are very inclusive and easy to work with
44012,4,H&R Block,55.9,"07 14, 2014",Nice Program,Nice Program
44013,4,H&R Block,55.9,"01 2, 2013","The price is good too. I have used H&R Block product for many year, and this product gives me exactly what I what.",It performs what I want
44014,4,H&R Block,55.9,"10 21, 2012","This is a great Product, that is fairly user friendly,
The installation process Is quick an easy....the product preforms well but can be a bit redundant and confusing if you jump from the interview to the form",H&R block tax and small business
44015,4,H&R Block,55.9,"08 6, 2012","I have used H & R Block tax preparation software for many years and have found it to be
accurate and up to date on the tax laws. Excellent for small businesses as well as
individuals.",H & R Block AT Home Premium & Business 2011 tax software
44016,4,H&R Block,55.9,"04 4, 2012","I was hesitant to download this product due to all the problems, but I decided to chance it since I have a general partnership and this seems to be the best option. Plus I've used H&R Block's Premium + Business for a good 5 years now. I had no problems whatsoever downloading it. The interface was clean and looked no different than years past. I would've given it five stars but yet again, they didn't have an interview for my state. Had to do those by hand. Otherwise, it's all great!",No problems!
44017,4,H&R Block,55.9,"02 19, 2012","I bought this, the premium version of tax-cut because I have not only my personal taxes but also several different business interests and also dabble in the stock market. With the US tax code the way it is (it's a travesty!), there's no way I'd be able to do my own taxes without the step-by-step instructions. If I had a gripe, it's that the state portion isn't nearly as thorough as is the federal part and that's why I give it 4 instead of 5 stars.",does the job
44018,4,H&R Block,55.9,"02 19, 2012","This is the 5th year for me using the HR Block At Home Premium+Business to prepare a S-corp return and personal returns.  Got the software 2/10, and just finished the business return and starting the personal returns.  Overall, I am very pleased.

1). No problem installing either the At Home Premium or Business module.  Had no problem importing the 2010 data for either the business or personal returns.  You need to note that the business return file is embedded in the software.  Therefore, you should not uninstalled the prior year's software until you are done with this year' return.  The personal return is saved on the hard driver as a .Txx (e.g. .T10 or .T11) file, and therefore does not have this problem.

2). In the Interview screenings of the Business software, the boxes and labels initially are mis-aligned, but this was fixed by changing the display DPI to the normal 96.  Other than that, the Business software is fairly easy to use if you have some previous experience doing business tax returns.

3). The at Home Premium, as usual, works great.

Overall, this product is a great value.  However, a some of the aggrevation that customers experience can be avoided if there is a little more instruction (eg. the display issue).",A good (not great) product at 1/3 the cost of TurboTax equivalent
44019,4,H&R Block,55.9,"02 17, 2012","Product works great , the home one is as great as turbotax. Get 5 free fed e-files, helps for helping familiy. The business one does require alittle tax knowledge(know what you are doing with this one) Easy to mitigate infotmation from previous tax years.

Recommend to Home to friends-

and Business one to enemies - :)",Happy customer
44020,4,H&R Block,55.9,"01 28, 2012","Excellent Program, Excellent price.  I've been using them for years.  I started using HR Block when one of the other popular programs had trouble handling my large amount of depreciable items.",Wiley CPA review
44021,4,H&R Block,55.9,"12 23, 2014",Okay.,Four Stars
44022,4,H&R Block,55.9,"08 26, 2014",works great.,Four Stars
44023,4,H&R Block,35.9,"09 6, 2013",i been using H&R Block tax program since the 90's.  To me this is the best and easy to use tax program.  I like the price as it is less expensive than Turbo tax.  As usaul Amazon delivered the package quickly.,very good tax preparation software
44024,4,H&R Block,35.9,"03 13, 2012","The HR Block basic was good enough to get the job done, but the state program could use some work. I was unable to efile and got so frustrated that I just printed my return out and mailed it. The program lacks a good way to check on the status of the state return. Maybe it's just AZ being difficult. The federal return was a cinch though.","Easy to use, but not for a beginner"
44025,4,H&R Block,47.8666666666667,"10 11, 2014",used for years works well and easy to use,Four Stars
44026,4,H&R Block,47.8666666666667,"09 16, 2014",Easy to use,Four Stars
44027,4,H&R Block,47.8666666666667,"07 8, 2014","This software for taxes purpose is alright, it does have one problem, and that is that for those who have to have their IRA's distributed, and for those whose states did not allow them to deduct the contributions made, this software, does not allow provide a means by which it can ask the later question regarding if you were allow to deduct the contribution.

Because of that, you have to go into the program, and manually make an adjustment to the funds distribute to you. This has to be done, until as such time, you recover all of the contributions that were made during those years that the state would not allow you to write the contributions off your taxes.",TAx software
44028,4,H&R Block,47.8666666666667,"01 14, 2014","Helps you do your taxes. But wish they released a multi state version, avoiding me to buy multiple packages of the same.",H&R Block At Home 2011 Deluxe + State
44029,4,H&R Block,47.8666666666667,"12 30, 2013","I have been using Tax Cut which is now H&R Block for years.  So far, everything is running OK.  But for late filers, it does not supply the hyperlinks do not work.  But, that's an easy fix.  You can simply go to IRS.gov for that particular year.  The one disappointing thing is the Deduction Pro link does not work.  I had to manually key in every deduction.  The Deduction Pro is one feature that I miss.  I wish they would bring back the Deduction Pro CD.  Hence the reason for the 4 instead of 5 star rating.",Great purchase even for late filers
44030,4,H&R Block,47.8666666666667,"12 24, 2013","I buy this program every year.  I don't understand taxes at all, but this has not failed me yet and I've been using it for years!  I started using it when it was TaxCut",Easy to Use!
44031,4,H&R Block,47.8666666666667,"12 12, 2013","I do 4 tax returns every year.  This keeps it all straight!

The deduction Pro section should be made easier to use though.  I donate lots to Goodwill every year plus I do a lot of volunteering for nonprofits.  It takes a while to enter all those deductions.",I do 4 tax returns every year. This keeps ...
44032,4,H&R Block,47.8666666666667,"11 30, 2013",I have used this for about 10 years now. I prefer it to Turbo Tax.  It's easy to use and never had any issues with it.  There is nothing not to like about it.,Recommended
44033,4,H&R Block,47.8666666666667,"10 17, 2013","H&R Block at Home 2011 Deluxe with the state program works great for me. At tax time it is easy to follow,use and submit.",Great program
44034,4,H&R Block,47.8666666666667,"09 12, 2013","used it for several years, price was right and I still have to pay the taxes though,  I guess H&R doesn't help there",Does the job
44035,4,H&R Block,47.8666666666667,"05 27, 2013",Taxes were easy and painless. Goodby mathematical calculation errors. I have ordered and used this product for the last four years with no problems. It is a relief to have new tax codes written into a easy to use product.,Tax help
44036,4,H&R Block,47.8666666666667,"04 22, 2013",I have been using H&R Block Tax Program.  The enterview is easy and the program seems to find ways to reduce my tax burden.,Great Program
44037,4,H&R Block,47.8666666666667,"04 1, 2013","I've been using this one.
The other Turbo may have more features, but they both, this too, do the return well",2 Great home softwares
44038,4,H&R Block,47.8666666666667,"01 14, 2013","good product...Taxcut software (now H&R Blk) has never let me down. Has steered me through the muck of tax laws without fail.  Sometimes the state programs need augmenting with internet research, but the Federal program is always right on.",Tax software
