,overall,brand,price,reviewTime_y,reviewText,summary
2812,1,H&R Block,7.99,"02 19, 2009","This is the second year I have purchased Tax Cut for Business - will never do so again.  The program is plagued with glitches, things change without touching them, errors are created for data that isn't even pertinent. No interview available for CA State returns.  It's easier to go to the IRS web site and plug the numbers into their on-line forms.

Overall - a truly miserable product.",Incredibly Frustrating - Terrible Software
2813,1,H&R Block,7.99,"02 15, 2009","H&R Block is guilty of False advertising.  The product box and the ad above says this product will import TurboTax returns.  When I couldn't do that, I went to the H&R web site and found that it can't import TurboTax Business returns (does it import the personal?), and the ""resolution"" is to enter the data by hand.  Yeah, including all the depreciation information that TurboTax has been calculating for me for the last several years.  I don't think so.  AVOID THIS PRODUCT.",Cannot import TurboTax Business info
2814,1,H&R Block,7.99,"02 6, 2009","I called Taxcut customer service at least 5 times to resolve the issue that the Business State Interview is not available at all.  They asked me to wait until mid March due to the MA state tax forms are still not ready.  I had to show them that all the MA forms are available on the website, it is the Taxcut software that is not working.  I spent long hours talking to various customer service representatives, also to their supervisor, and still can't it resolved.  I filed a couple of complains through their feedback system and still not hearing any replies.  I will need to buy TurboTax to re-do the entire Business tax filing.",Very frustrating using this software - Business State Interview not working at all
2815,1,H&R Block,7.99,"02 5, 2009",You will do just as well by downloading the forms from the IRS. There is no tutorial. No explainations. They just want you to fill in the blanks. So what's the point of the program?,A Waste of Money
2816,1,H&R Block,7.99,"02 4, 2009","I gotta say I was interested due to all these high ratings. I purchased the download and started it right up. From the first looks I had a bad feeling. Let me say I am no tax expert and was hoping for more guidance on questions I didn't know about. One thing I don't like is when I come to an option that for the most part does not apply to business the highlighted option suggests to do it...you know what I mean? What I love with Turbo Tax is if it doesn't apply to the majority of business or Not Common it will suggest to Not do it. Plus TaxCut shows the tax form which makes it even more difficult for me personally.

If I am missing something let me know. I would call may self an expert with software to say the least.

I actually stopped halfway and went back to Turbo Tax.",More complicated than Turbo Tax Home & Business
2817,1,H&R Block,7.99,"02 2, 2009","This is my third year using Taxcut. Up to this year I have been very satisfied with it. I started a business in 2008 so I bought the Home & Business version. As of Feb 1, the interviewer for GA S-corporations is still not available. I've spoken to customer service 4 times who all have told me that the GA interviewer is available and all they can tell me is to update my software. I update the freaking software everyday hoping that my GA interviewer will start working but it still isn't available. I'm not an idiot, I know how to update the software. I've tried reinstalling the software and running the update from a fresh install but it still doesn't work. Maybe there's something wrong on your end H&R Block! I have resorted to downloading the instructions for my GA forms and filling them in manually since it looks like the interviewer will never work. If I knew I was going to have to go through the instructions for the tax forms myself I wouldn't have bothered buying Taxcut.

I will never use Taxcut again, their customer service is useless and won't listen to your problems. Their only solution is to run the update. Next year I'm using TurboTax.","interviewer not available, customer service is useless"
2818,1,H&R Block,7.99,"01 28, 2009","As stated in many of these reviews, the Business portion doesn't work.  The ""fix"" posted by the TaxCut person on one of these reviews didn't work for me either.  I'm about to call Tech support; I'm sure that will be a thrill.",Very Dissapointed
2819,1,H&R Block,7.99,"01 28, 2009","Do not buy TAX CUT 2008 for Home and Business if you have Windows XP.  The business portion does not load.  When the on-line fix did not work, I called Customer service where they said they were unaware of the error, but promised to call me within 2 business days.  That was January 5, 2009.  It is January 28 and I have still not heard from them.  They have since posted a new fix on the web, but it did not work.

I HAVE USED Tax Cut for 2 years because it is cheaper than Turbo Tax which I used for 5 years previously.  I have since purchased Turbo Tax and I it does work on my computer and it is easier to navigate. DO NOT BUY TAX CUT Business.",Beware:  Business portion does not load.  Bad Customer Service
2820,1,H&R Block,7.99,"01 23, 2009","Tax cut Business does not load on Vista.  I have Microsoft Vista on my laptop and the business portion of tax cut does not load.  I called customer service and 4 conversations later they are still not able to fix the problem.  This includes trying to make changes to the registry settings.  I am now left with the product that cannot install.  I do not know if I can get my money back.

Be very cautious about buying this product if Vista is your operating system.",Tax Cut Business does not load
2821,1,H&R Block,7.99,"01 14, 2009","The problem is not necessarily that the interview is not available, it's that they do not tell you that when you purchase it.  Then when you call the support line you get differing stories of when it will be available.  I purchased the program on January 2nd, to find that it did not have the interview available.  When I called support they told me it would be available on January 6th.  That was not the case.  When I called on the seventh they said it would be a few days more.  When I called on the ninth I was then informed it would be available on the 16th.  Can't they get their story straight?

Don't they realize that this sort of treatment is infuriating to customers.  I can stand alot of things but I can't stand to be lied to.  Unfortunately, there's alot of that around.  I asked for my money back.",Federal Interview not available and you are not informed
2822,1,H&R Block,7.99,"04 15, 2009","Updated:  I got a copy of TurboTax Business to finish my S Corp 1120S return last night.  What a difference!  It only took about 20 minutes to finish the return after struggling with TaxCut for 2 months!  TaxCut personal is ok, but the business is terrible.

Original:  This year I have several returns to do (S Corp, Estate, Joint, Kids).  I purchased TaxCut home and business because of the fact that it would cost about 2x as much to purchase all the TurboTax programs I needed.

The personal returns have gone fairly well and I'm happy with them.  The Estate and business returns are a nightmare.  The interviews are worthless.  Mostly it says that you should click on 'whole form' and enter the information that is appropriate for your situation.  It would be easier to download the forms from the IRS--at least then you would know that you weren't getting any useful guidance.  I went through the complete CA state return before discovering that TaxCut didn't transfer the capital gains correctly.  Online support said that 'Estate returns are too complicated and they would escalate'.  I haven't heard anything back yet.  Finally I just overode the entry with the correct number, but I'm afraid there are other things I didn't catch.

Next year I'll pay double for TurboTax.",Very disappointed
2823,1,H&R Block,32.49,"02 23, 2009",The description of this product shows Mac OS X as a platform but when you go to the download it is Windows only.,Not for Macs
2824,1,H&R Block,32.49,"02 1, 2009","I've used Turbo Tax Basic for years but thought I'd save ten bucks and try Tax Cut Basic.  Penny wise, pound foolish.  If you really have a simple return, Tax Cut will be fine, but if you expect to easily download financial data from banks, investment firms, etc. you will not be happy.  Turbo Tax Basic does and now I've had to go back to it.

The deduction program included is a beta version and is full of bugs, so worthless.",It means BASIC
2825,1,H&R Block,32.49,"01 24, 2009",I have used Tax Cut for several years and have been satisfied with it up until now.  It is simple.  Just fill in the information as requested. I use the Tax Cut program because it is neater and insures my math is correct.  The problem is that Tax Cut does not have all the forms available which in my case is the Social Security Worksheet.  I am assured that an update will be coming.  So much for fast.  I have come to the conclusion that doing it manually may be the better course of action in the case of an uncomplicated return.,Not Ready for Prime Time
2826,1,H&R Block,32.49,"03 29, 2009","Used Turbo Tax for years, but this year I was protesting their rate increase.  Sure wish I had paid the extra $10 for Turbo Tax.  Stick with TT.",Wish I had gotten Turbo Tax
2827,1,H&R Block,32.49,"12 14, 2016",Just as well going to a tax professional.,fed taxes are a joke !!!!
2828,1,H&R Block,26.99,"12 8, 2008","Last year's TaxCut 2007 Premium Federal + State + e-file software INCLUDED BOTH e-filing for the Federal return AND e-filing for 1-State return.

This year, the 2008 version DOES NOT INCLUDE FREE e-filing for the state return!

Last year I paid $59.95 for this version of the software.

This year the software cost me $49.99,but now I have to shell out another $19.95 to e-file my state return!

That's an increase of 16.66% over last year's version by the very same name!

I am MOST disappointed in the fact that NO WHERE on the packaging does it say that e-filing for the state was not included, or that it would cost extra.

I expected more from a reputable company as H&R Block, and feel that they have stooped to both deceptive and evasive advertising practices in order to improve their bottom line by short changing repeat customers.

No matter how you cut it, I'm paying $10 more than I paid last year AND I got blind-sided by a company name I thought I knew and trusted!

SOMEWHERE on the package it should have said e-filing for state returns is no longer included and will now cost an additional $19.95.

I realize this is by no means equal in comparison to what Intuit has done to their TurboTax customers, but still, the makers of TaxCut should be held to the same standard, and therefore, they should be ""called-out"" for their most recent and deceptive pricing scheme!

I rated this 1-star because I was a long term customer that was both deceived and let down by a company and product I thought was above this kind of nonsense!

It made me feel like a parent reading a cereal box to see what's changed now that it says, ""new and improved"", when all you really find out is they cheapened the ingredients and reduced the amount you get in the box!",TaxCut Lowered the Price BUT Also Cut State e-File Without Telling Anyone!
2829,1,H&R Block,26.99,"04 17, 2011","When I wanted to print the return, it crashes. I installed and reinstalled it, it still crashes when I want to print.
I will never buy an H&R Block product again.",Crashing
2830,1,H&R Block,26.99,"09 15, 2009","The TaxCut tax return software I bought supposed to have included federal, state program plus e-file. It came only with federal program and e-file. When I contacted Amazon, I was told that because the product came from a third party seller, they are not able to replace it. They offered me to return it and get a refund. But it's too late. I already used the federal program with the disk. I do not want to return it with the information in it. I have to buy a state program separately for $30 plus tax. Further more, it is clearly printed on the disk and the box it's in that it includes federal, state and e-file.",This TaxCut is not worth the time
2831,1,H&R Block,26.99,"06 17, 2009","I have been using turbotax for the past ten years and like it.  This year, silly me decided to give turbotax a try since it was like 10 bucks cheaper.  Well, never again.  Here're the issues i ran into with taxcut:
1. I found the whole Q&A sequence very confusing, particularly when i have multiple rental properties.
2. I have fidelity brokerage account and have done numerous trades last year, turbotax has integration with fidelity, so it's a simple download to get all these information in.  Turbocut, on the other hand, doesn't.  I had to painstakingly enter all the trades by hand, took me hours.
3. This is the WORST part.  I submit my return via e-file.  The next day, got an email from taxcut with the following subject line: ""TaxCut: Tax Return Successfully Transmitted"".  Well, i thought great, i'm done.  Months later, i had not receive any refund and upon checking into it.  My return was actually rejected due to an error.  ""What the f***?""  i was fuming, why didn't taxcut notify me of the error.  I went back to the email i received from taxcut, and it stated: ""We'll also send you an e-mail with the status of your return once it's processed by the IRS. "" which i never received.  Thank god i have a refund this year, otherwise, i would have to pay penalty for the past six months!!!

Will never use taxcut again and would advise others to stay away.","Awful, will never use it again"
2832,1,H&R Block,26.99,"06 16, 2009","The H&R Block TaxCut 2008 CD I purchased was shipped to me quickly,
but when I tried to load the software onto my computer, it failed to load.
Visual inspection of the CD found that the data side was damaged; scratches
were visible. In effect the item is not usable, and should be replaced.",Purchased Item Was Received Damaged
2833,1,H&R Block,26.99,"06 10, 2009","This product doesn't run on my mac. Rather, it starts running, then crashes before I can enter any data. I've sent crash logs and  other such requested information to H&R Block. So far, it's been two months, and I have gotten nothing back from them.

A complete and total waste of money. It got one star because I couldn't give it the none it deserves.",Doesn't run on the Mac
2834,1,H&R Block,26.99,"05 2, 2009","After DAYS of entries and re-entries, numerous downloads of supposed updates, it's obvious that there is an
incompatibility w/ MAC systems.  Also Taxcut persisted that my refund would be about One Thousand dollars
LESS than what I truly had coming back. Finally had it filed by a Human Being.  Thank you.
I will never use this software again......",MAC rules; Taxcut Fools
2835,1,H&R Block,26.99,"04 27, 2009","I was not happy with this years version of Tax Cut because I paid for Federal + State but I was not able to download the State portion of the software. As a result I had to do my state portion manually, which was very time consuming. Will not purchase this software next year.",H&R Tax Cut 2008
2836,1,H&R Block,26.99,"04 18, 2009","Admittedly I purchased this because it was less expensive than Turbo Tax. I hoped that the reputation of H&R Block meant that this product would be, at least... good. I was disappointed. If you have anything more than a very simple return, I recommend against using TaxCut. I guess I got what I paid for.",Not as I hoped.
2837,1,H&R Block,26.99,"04 16, 2009","I don't think anyone at H&R Block has used this, because if they had, they'd realize they have a lot of work to do. If you all you do is go step by step until the very end, maybe this will work for you. But, if you want to check something out, or want to take a look at the actual form that some of your information is going on, or jump around, good luck. For the second year in a row I found this program to be totally frustrating.

One example is that I e-filed my federal return, then chose to mail my state return. When I went back to check on the status of my e-file, the program said that didn't apply, as I had chosen to mail my return. This all came about while I was on the 'federal' tab. No matter what I did, I couldn't find a way to figure this out. Granted, I was able to get help through some sort of chat or phone help, don't remember which, but I would expect much more from a program that's been around this long.",Not intuitive at all!
2838,1,H&R Block,26.99,"04 14, 2009","I have used Turbotax for the previous 3 years and decided to try TaxCut this year.  I was really surprised by the problems I had with TaxCut - it is not comprehensive and fails in many ways.

1)  There are no forms for foreign nationals that have the benefit of a tax treaty with the US.

2)  I moved mid-year, so had two states.  The software never asked or would allow me to e-file the second state return - it seems to think you should only e-file one state return

3)  I tried to prepare a return for a friend that involved three states.  I paid 30 clams to buy the extra state for his return, and the software just simply could not handle it - we went through all the steps, but it just couldn't figure out how to allocate income to 3 states and reported zeros for all taxes on the third state

4)  Printing and e-filing was another disaster.  You never know when people ask for a copy of your tax return (anyone try to get a mortgage recently without full documentation?).  With turbotax, I could efile and still print a full tax return like I was going to paper file - that tax return looked like a real paper return and not a ""summary"".  With Taxcut, after I efiled, it only lets me print a ""summary"" return - it doesn't even provide the choice to print a paper return anymore.  If anyone asks me for a copy of my official 2008 tax return I am out-of-luck.

DONT DO IT. I Don't love turbo tax, but it is much superior to this product.

They also play some games with charging for E-file.  The packaging (some vary) says my copy of Taxcut includes Federal + State + Efile, but that is only Federal E-file (it will allow 5 federal E-files).  Even though you have paid for the state software, the state E-file is another 20 clams, which is almost the cost of the whole software package.",Major Limitations
2839,1,H&R Block,26.99,"04 5, 2009","Product update won't load, here's how the 24 hours customer service goes via chat:

Welcome to TaxCut technical support. Please wait while we find a technical support agent to assist you.
All agents are currently busy. Please stand by.
An agent will be with you in a moment. Thank you for your patience.
The next available Agent will be with you in a moment.
All agents are currently busy. Please stand by.
An agent will be with you in a moment. Thank you for your patience.
The next available Agent will be with you in a moment.
All agents are currently busy. Please stand by.
An agent will be with you in a moment. Thank you for your patience.
The next available Agent will be with you in a moment.
All agents are currently busy. Please stand by.
An agent will be with you in a moment. Thank you for your patience.
The next available Agent will be with you in a moment.
All agents are currently busy. Please stand by.","Horrible, really bad"
2840,1,H&R Block,26.99,"04 3, 2009","Over the years, I've used Kipplingers, Complete Tax, and several others. This is the first time I've tried Tax Cut, and it's the most confusing, time-wasting software I've ever used. If you break out in the middle of the interview, there seems to be no way to ever get back into the interview again, so then you just aimlessly click through the various sections, hoping you're getting everything covered. I had a heck of a time figuring out how to enter info from a 1099-INT form because all I could find was a place to enter 1099-DIV data. When I finally did find it, I entered it and discovered that I had apparently already entered it the last time I worked in here because, suddenly, there were two identical entries. Then the same thing happened with the 1099-DIV form. These programs are supposed to make filing your taxes easier. I almost feel like I'd be better off doing it on paper forms.","the most confusing, time-wasting software I've ever used"
2841,1,H&R Block,26.99,"04 1, 2009","I have been using TaxCut for over 10 years with good results. I have never used Efile because it was far cheaper to mail the return. For 2008 the software is only offered with Efile, at a higher cost then without.

After I completed my return, I tried to use the Efile. It was rejected twice by the IRS for an incorrect AGI, imported from my 2007 return. After 3 hours on the phone to the IRS and TaxCut, I was told by both that the AGI supplied was correct, and neither could not tell me what needed to change. Both said my only option was to file a paper return.

The TaxCut help line said they did not guarantee that their Efile service would work, and I was out the cost of the Efile. I cannot reccomend a product that the company does not stand behind.",EFILE a waste
2842,1,H&R Block,26.99,"03 29, 2009",I have used Taxcut for 10 years and it is a good product.  However the change from last year to charge $19.99 for state e-file without annoucing the change is COMPLETELY UNACCEPTABLE.,Bait and Switch e-file
2843,1,H&R Block,26.99,"03 28, 2009","I purchased this product on Jan 5. I tried to install the CD on March 28, and received error code 36. Tech support couldn't resolve the problem. Since the 60 day return policy had expired, I was stuck with a useless product.

H&R released their product in November. And a W2 isn't released until mid January. So more than two months will have elapsed before you can use the CD. And if your CD doesn't work, you will be out of luck.

The bottom line, do not purchase their product until after you receive your W2. Otherwise, the early bird may get screwed.",Poor return policy * Poor customer service
2844,1,H&R Block,26.99,"03 25, 2009","So far, the big problem I've encountered is that it will not install on PC with Windows XP Pro SP2 - claims that it needs SP3. This crucial issue is NOT mentioned in the 'system requirements' text on the box, and there is no mention of this problem on Block's website. Fortunately I have 2 PCs and one does have SP3.

It appears to have installed okay (on the PC with XP Service Pack 3). But after reading the many other negative posts on Amazon I am worried that the program is not calculating things properly. To have this uncertainty on top of the ridiculously complex tax code is quite scary!

My advice - AVOID TaxCut and go for TurboTax this year. I am sorry to have to say this, because in past years TaxCut has been better. No more TaxCut for me...",Taxcut 2008 is a big disappointment
2845,1,H&R Block,26.99,"03 21, 2009","This software is buggy. First of all, when I tried to file state return, I was asked to download it and it kept failling. It is far better to put state software on a CD when people buy CD.
Moreover, the error checking is very user unfriendly. In stead of ask questions, and make chages based on the answer, the error checking shows a field in a form. If you cannot see the whole form and the description, how do you know what should be entered in the field?
Another annoying thing is the review, it is not clear why some line without ""goto"" sign. If this is what you wants to edit, you have to delete it and start over again.
H&R block put a half baked product to the market, and hopes ""updating"" would fix bugs. Since opened software cannot be returned, H&R takes advantage of this to make more money. This is distasteful.",Buggy software
2846,1,H&R Block,26.99,"03 17, 2009","I've used Turbo Tax for several years and decided to save $10 this year and try TaxCut.  What a major disappointment! I found it very confusing (and I'm a CPA) and hard to use and found the help options/information limited.  After much frustration, I finally threw in the towel and ordered Turbo Tax.  I'll NEVER purchase or  use TaxCut again!",TaxCut Fed+State
2847,1,H&R Block,26.99,"03 15, 2009","I use Taxcut because of how frendly user it is.  It is accurate prints a very prodessional copy to send thru US Mails.  Does agreat job in lugging in all right information for state taxes, also.",Taxcut 2008 Premium Federal and State
2848,1,H&R Block,26.99,"03 15, 2009","Unfortunately I managed to break the 1040x (revised tax return). The wrong columns were used and the calculations were incorrect. After reviewing the 1040x created by Taxcut with the IRS, and contacting Taxcut I filled the form out manually. Taxcut promised an update sometime this month.

Issues are.

1. How did such basic errors on the 1040x get past their Quality assurance team.

2. One month to go and Taxcut is still issuing updates, it is not a big  confidence builder.

Also

Valuations on charitable deductions seem unusually low compared with Quicken, another hidden cost.","Terrible - 1040x has numerous errors, waiting for corrections"
2849,1,H&R Block,26.99,"03 14, 2009","I'm one hour into this and for one of the most standard computations (figuring for fourth-quarter estimated taxes made in following year) my TaxCut program says ""Consult IRS Publication 525 to figure the amount you must include on line 10 of Form 1040 .... You may also need to enter an amount on Form 1040, line 21"".

That's the same as filling out my federal tax forms by hand!

I've never had to go through these gyrations with Turbotax.

Granted, all tax software is overpriced but, with this TaxCut product, all you're paying for is aggravation.

If your tax situation is very simple, you don't need any software. If your situation is a little more complex, TaxCut will let you down. Either way, TAXCUT IS A WASTE OF TIME & MONEY.",A WASTE OF TIME
2850,1,H&R Block,26.99,"03 3, 2009","I've always been a Turbo Tax user and before that used tax accountants software--so I'm no novice.  I complete about 6 returns a year. After seeing all the negative opinions about Turbo Tax changing its product I made the stupid decision to buy Tax Cut this year.  What a disappointment!  I found it very confusing and hard to use if you don't want to go through the whole question/help process. The information didn't flow to other schedules or forms like it should--I would think this would cause mistakes for people who don't know what to look for.  I was so frustrated, I turned around and ordered Turbo Tax to complete the balance of returns I've promised to do.  I'll never use Tax Cut again.",Very disappointing
2851,1,H&R Block,26.99,"03 1, 2009","I used Turbo Tax three years ago and wasn't happy with all the hidden fees, so I tried Tax Cut and was very happy. This year Tax Cut used the same sleazy tactic as Turbo Tax by waiting till you're almost done, then "" by the way, we're going to charge you the hidden $19.95 charge to e-file your state"". I'm looking for honesty and transparency in company's I do business with. Next year I'm doing my taxes the old fashioned way.",Not Happy With TaxCut
2852,1,H&R Block,26.99,"02 24, 2009","It couldn't handle the case of living in state A and working for state B.

Your W2 for both states reports your total income as required by law, it adds up the W2s to double your income!!! Unlike TurboTax, it doesn't allow you to manually edit the form to fix its error. I wasted my money on this state option. Now I have to manually file the state return myself.",DO NOT BUY IT IF YOU FILE FOR MULTIPLE STATES!!!
2853,1,H&R Block,26.99,"02 18, 2009","If you file more than one state...stay away from TaxCut!  If you think you might need technical help...stay away from TaxCut!  The support does not know the software.  TaxCut lacks features you found in TurboTax years ago.  Don't believe the H & R hype...I think this software is designed to get you into their offices.  It isn't a good ""do-it-yourself"" software.
My advice...STAY AWAY!!!!",Very Poor Software!!!!
2854,1,H&R Block,26.99,"02 16, 2009","H&R Block's big ad concept is that ""you've got people"" to help you if you're having problems and when you use the software, there's a nice ""Ask a Tax Advisor"" button on the bottom of the screen.  However, in all the ads they completely neglect to mention that you have to pay an additional[...]to ask for help.  Per question.  This software is incredibly frustrating to use if you are trying to itemize your deductions, and there is no way I'm paying an extra [...]to ask one question.  There is no way I would ever use it again.","You've got people, if you want to pay extra"
2855,1,H&R Block,26.99,"02 15, 2009","I have used Taxcut in the past, because I preferred it to Turbo Tax. This year they screwed it up beyond belief. When you use it you don't know even how to escape from a page. You can't see the individual forms. Some genius felt that the less you allow the user to control, the better. I will end up buying Turbo Tax, and I wasted $40.",Gotten a LOT WORSE
2856,1,H&R Block,26.99,"02 14, 2009","I switched this year to Tax cut from Turbo tax due to their Audit support and now regret.

I plan to go back to Turbo tax. Turbo tax gets you the maximum refund and make sure it walks you through every detail for maximum refund.",Don't buy this
2857,1,H&R Block,26.99,"02 14, 2009","I decided to try this since it was less expensive than turbotax. It said it would import from turbotax---wrong. I have a rental property and it does not import all of the backup, it does not import w2 or 1099 that I could see. I needed to get my taxes done and did not want to go back 10 years trying to figure out my depreciation- I went out and bought turbotax. If you have rental property do not expect it to import all of that info- I will not buy it in the future.",taxreview
2858,1,H&R Block,26.99,"02 9, 2009","I used to use TurboTax every year until they alienated their customers.  So I used that as an opportunity to switch to TaxCut.  Big mistake, literally.

I have a fairly simple tax situation (2 income household without any investments etc).  After filling in my info in TaxCut, the Federal 1040 form seemed to look ok (I manually added it up to double check).

However, when I looked at my New York State return, it had several addition/subtraction errors, even though I had triple checked that I correct numbers from my W2's & also went to the NYS & NYC tax tables to verfy that I was being charged the right amount for my tax bracket.

It's difficult to explain, but if you really want to know:
line 72 NY State Withheld: my numbers should be A+B=C but instead it listed A+B=D.
Then on TaxCut's ""Quick Summary"" page, it says A+B=E.
Similar errors with Taxes due section.
It's appalling because this was not a fancy calculation, it's just adding & substracting and getting WRONG in MANY DIFFERENT WAYS (i.e. it's not consistently telling me that A+B=D in the different sections of the form).

Buyer beware, use at your own risk (& manually check the math when you're done --- a real pain because I paid $50 for the program precisely to avoid having to manually crunch the numbers).  Good look.

Another criticism of this program is that on the main pages for Income or Deductions, there is no ""at a glance"" overview of which topics you entered info on already, so when users are reviewing or updating their return they have to manually click on every topic to see if something was entered under that heading .  It's really annoying.

And the program prints & submits the Itemized Deductions worksheets even if you choose the Standard Deduction.",ERRORS in NY state return!  Federal w/o No At-A-Glance view & Deductions form gets submitted even if do Standard Deduction.
2859,1,H&R Block,26.99,"02 9, 2009","I liked this product well enough when I bought it last year, so I bought it again this year.  Advertised for Mac OS X 10.4 and up.  Worked fine, imported last year's return, updated what needed updating.  But I could not file without downloading an online update.  Problem is the online update requires OS X 10.4.11 and up!  THIS IS NOT WHAT I ORDERED, AND IT IS NOW USELESS TO ME!",Bad Taxcut!
2860,1,H&R Block,26.99,"02 8, 2009","Like many others who are disappointed in the price increase for TurboTax I switched to TaxCut.
However right off the bat when I went to review and import my last year's data from TurboTax I ran into a problem.
I didn't go through everything that was imported but just the first items I was working . It imported 3 copies of worksheets that had partial or no data on them where only one sheet would have been correct. It also imported incorrect values or rental income.  First showing it as a loss and later as I was working on current forms I noticed it had changed the value to a gain but still not the correct value.
That plus the crude way the forms are formatted and the lack of links to jump from one worksheet etc. to another has forced me to change my mind once again and return to TurboTax that has served me well for the last 12 years. (better the devil you know.....)
I called the Help line to ask them about the problem but after waiting for ten minutes the person to come back with an answer only to have her tell me I would have to enter the values manually was the icing on the cake.
I just can't take the risk of completing my taxes only to find  that the calculations are wrong, I just don't have any confidence in TaxCut now.",TaxCut just doesn't cut it
2861,1,H&R Block,26.99,"02 8, 2009","I downloaded the product and the next I knew it caused a problem with my outlook express, so I spent 2 hours on the phone with at@t trying to resolve the problem, but they told me it might be taxcut itself causing the issue. When I went to do my state taxes, I had to get assistance from taxcut, because for some reason they wanted me to pay for it again. That was another hour! I am going back to turbotax!",use turbotax instead
2862,1,H&R Block,26.99,"02 8, 2009","I have been a Turbo Tax user for years. I have read all the reviews that complain about licensing policy and cost.

I understand how people feel that software should be free of cost to all. How many use unlicensed or pirated versions of Microsoft Office, Quicken, Nero...

Let's get past the issues surrounding business model such as printing or number of returns that can be filed.

This product is inferior to Turbo Tax. I am not saying that Turbo Tax is perfect but this product has less functionality.

For years I have been able to install Turbo Tax, import prior year returns and in about 30 minutes file my federal and state returns.

Tax Cut doesn't allow me to download my W2 or investment data from my financial institutions. I now have to double check my data to ensure that I have fat fingered the data correctly.

I do not feel confident that my return is accurate which will require me to spend significantly more time reviewing it.

If the amount of time you want to spend preparing your return is a concern and you feel that you purchase the software for yourself and not to run a small family tax service, Turbo Tax is a superior product.",Not as good as Turbo Tax
2863,1,H&R Block,26.99,"02 7, 2009","I just returned my copy of TaxCut. Good thing they have a 60 day refund policy.

When I saved my returns to an Adobe PDF file (see review below about the shareware utility they use), all of the worksheets were unreadable. The width of the worksheet content seemed to be set for about half the page width, which caused page overflow. Margins at the top cut off content. Not at all usable. The IRS forms were fine, so it's not me.

I'm using a wide-screen display, maybe they took the display size and scaled it. Don't know. Don't care. I have a problem and have no way to fix it. TaxCut needs to test their software better. Back to TurboTax.

========== Earlier review=======================
Everything was going OK until I tried to print the return to a PDF file. Without my permission or knowledge, TaxCut installed a program called ""pdf995"". It's used to create PDF files. If you don't print to PDF files, the software is not installed.

Run the separate program, installed as Software995 in your Program list. There are ads. There are IE windows with ads - it launches IE without my permission.

The add/remove programs lists it as ""Pdf995 (Installed by Tax Cut)"". Like that makes it OK. It's not even a licensed version, it's the shareware version. They should have just installed the driver and left the software out.

This little gem is going to reinstall itself if I run TaxCut and check for updates, without me knowing about it. I'll also have to manually uninstall it after I'm done with TaxCut.

To be clear, this is not spyware or a virus. The correct term is ""crapware"" (stuff installed without your permission that does nothing but sell you products).","It can't print PDF files correctly, Uses shareware for driver."
2864,1,H&R Block,26.99,"02 4, 2009","We used TaxCut Fed/ State last year and ended up having to buy TurboTax anyway.  TaxCut was cheap and easy to use, but its calculations were way off costing us around $300 on our state return if we had filed with it.  I noticed the error and could change it in forms but it threw off other calculations and Support wasn't any help either.

POOR PRODUCT.",Poorly Executed but easy to use
2865,1,H&R Block,26.99,"02 4, 2009","This is just a heads up for 64 bit users - I've used TurboTax for years and had no problem but I like to keep my options open.  When I received TaxCut 2008 software as part of a purchase bundle I was excited to be able to compare for free.

My 6 month old 64 bit pc has presented me with a few software compatibility issues.  So, when the time came to get my 2008 tax software, I checked before I bought.  TurboTax pretty much said they didn't 'officially' support 64 bit but if I tried it and it didn't work, I could get a full refund within 30 days.  Nice to know but a pain, nonetheless.  Instead, I installed my old 2007 TurboTax version and files and they worked just fine.  So I bought TurboTax 2008 and it seems to be working fine, both State and Federal versions, importing previous year data, entering new data and linking to website for updates.

Then I installed TaxCut 2008. The install was okay (after a little bit of a hiccup) but it freezes up everytime I try to run it.  To be honest, I haven't done any follow up to this because I have TurboTax.  Again, this is not really a review of TaxCut 2008 just a warning to 64 bit users.",64 Bit users - BEWARE
2866,1,H&R Block,26.99,"02 4, 2009","I prepared my return with TaxCut last year and my Mom had a copy of Turbotax so I said what the hell and tried it on that as well, all my info entered the exact same on both software, and TurboTax had a refund amount over $100 more than Taxcut.  I don't know how or why, but I went with that and that's the refund I got.

I don't know any better reason to choose a tax software!

One star for the UI which was pretty good.",Smaller refund than with TurboTax all info the same!
2867,1,H&R Block,26.99,"02 4, 2009","I used Tax Cut last year.  What a mistake!  It is not nearly as intuitive as Turbo Tax, has little to no explanations for the items it is asking for, and worst of all, if you put information in, then back track and put in the same information, you always end up with different numbers for the return!  They're generally close, but roughly $30 to $100(!) dollars off!  From the same numbers!

Unless your taxes are so simple, you can't make a mistake, I would stay as far away as possible from this.  Then again, if they are that simple, use the IRS free file instead.  But don't pay money for TaxCut.",Dangerously inaccurate
