,brand,overall,reviewText,summary
90,Nintendo,5,"Before I played this game, the only other Zelda game that I had ever played was Link to the Past, and I couldn't understand it that well.  I decided to play this because of the hype.  I was sure glad I did.  This is one of the best games ever!  It's full of adventure, it has a wonderful story, and it is challenging.  It begins with Link, a 10-year-old Kokiri (child of the forest) who is chosen to save Hyrule, his home world.  Along the way, you meet new friends, such as Princess Zelda, and grow into a 17-year-old adult to fight the evil Ganondorf!  You have many different weapons, spells, and items at your disposal, including swords, bows, and a giant hammer.  The fun never stops and the story never goes flat.  If you want a grand adventure, buy this game.  If you like this, play The Legend Of Zelda: Majora's Mask, but wait until you finish this game.",Legendary
91,Nintendo,5,"Very fun game to play, and has an excellent story line to play. Lots of different equipment to use, and the game isn't overly difficult to beat.",Fun Game!
92,Nintendo,5,"I'll make it short...I hope.I'm not particular a fantasy lover, I never read Tolkien's Lord of the Ring, I hate the Lord of the ring-movies and was insulted by the numerous Oscars the film(s) received.I despise the Star Wars movies, especially The Return of the Jedi, which has that peculiar fantasy-feel in it.Blahdieblahblah.Now, with games it's a different story, I don't know why, but I'm much more forgiving and willing to accept a world where fairies, gnomes and other creatures excist.The Ocarina of time is one of few artistic highlights I encountered in my life...it's almost ridiculous when I think about what I've just wrote, what about literature, art and cinema?This game moved me so much...am I a geek?...there's so much depth in this piece of ...art.It isn't the story (alone), c'mon let's be honest, it's an average fantasy tale, if made into a movie I'd fall asleep after 10 minutes.I think it's all the pieces put together: a beautiful crafted world, the progress when playing - from a child into a young man -, the challenges you'll face and overcome, the music that playes a big role in the game, the use of time: day and night, future and past etc. etc.It grabs you and most important: it's interactive (duh) for it's a game, you're not watching a crap fantasy movie, but playing the hero all by yourself, when he looses, you loose etc.I played a lot of games in my life, including many new(er) titles as Halo, GTA, Metroid Prime etc etc and I didn't yet played a game that matched the sheer brilliance of The Legend of Zelda - The Ocarina Of Time.Best game ever (so far).",Another review
93,Nintendo,5,I was worried about getting this but I did anyways because I have been after it for a long time. I was worried because it was Used-Acceptable but it has played great so far (though I haven't gotten very far yet) So so far I am so glad I went ahead and ordered it.,I was worried because it was Used-Acceptable but it has played great so far (though I haven't gotten very far yet) ...
94,Nintendo,5,"I have played all the other Zelda Series Games and this is the best.  I first heard of this game when I borrowed it from a friend.  I played it nonstop, until I beat the game.  The only hard part about it is the dreaded Water Temple.  It is the only actual hard one, but don't get me wrong the rest of the dungeons are equally difficult.  Even the first level is as difficult because you have only your sword, shield and wits.  But as you progress you gain pieces of hearts, weapons, swords, shields, and other tools.  The graphics are really cool, the sound could be just a tad better, and the fun is the best.  The only bad part is you can't unfreeze Zora's Domain and get the Triforce, or Miyamoto says.  Well if you liked the other Zelda games, this is a must have.  If you never have played a Zelda game get a life!",Surpasses Them All!
95,Nintendo,4,I was always a fan of Zelda when it first came out for the original Nintendo.  This is a fairly challenging game and I got bored with it quickly.  There isn't a lot of violence in this game but I think it's too advanced for kids to play.,Pretty Challenging
96,Nintendo,5,"Quite possibly, if you don't know why then you haven't played many videogames ;-)",Best videogame ever?
98,Nintendo,5,"In its tenure, the N64 had its share of bad games. With exceptions like Super Mario 64, the THQ wrestling games and a few others, it seemed like the bad outweighed the good. But with 'Ocarina of Time', the balance took a drastic shift as n64 was given its best overall game.'Ocarina of TIme' has many strong points for itself. For one, the player is given a very challenging and extremely satisfying quest to undertake. The game plays across a vast world with different subsections, each with their own particular themes. The gameplay is easy to get used to and becomes second nature as you play through the game. Graphics and sounds are done extremely well, considering the cartridge space allowed.There is not much to complain about, as this game really showed players what the N64 was capable of. It's unfortunate that other game publishers didn't work this hard. But then again, &quot;Ocarina&quot; is a tough act to follow.",N64's Flagship game
99,Nintendo,5,"This is one of the best and my personal favorites from the Zelda franchise! The story was fantastic, the gameplay was amazing for the time, even compared to todays gaming this game showed less problems or glitches.There was hardly any serious problems with this game. The playtime was a very good length and it offered a some side quests to do. Each dungeon was well constructed and were not something you walk in and leave unhappy. Some parts were frustrating sure but when is a game just so easy and you feel happy beating it?Puzzles in this game were I suppose challenging for  child but they were not impossible. This is a great game for all ages and a great buy as well.",One of the Best Zelda Games to date!
100,Nintendo,5,"This game is defently one of my top favorite games! I dont have it but i've rented it and it is cool. Your constantly under presure and near the end it feels like theres no where to go! In this game you shoot arrows,fight theifs,get a horse,venture in caves and much more challenges like deafeating the power hungry sorcerer Gannondorf! deffently 5 stars. Im planing on buying this game today.",A must have game
101,Nintendo,5,"This Zelda game is simply amazing! The Wind Waker sucked and Four Swords was OK, but this game rocks! The main plot was spectacular and the gameplay was great! I first played the game after getting Collector's Edition for Christmas, and I was addicted to it. The main plot throughout the whole game is that Link(as a kid) must collect 3 Spiritual stones and open the Door of Time, along with the Ocarina of Time. As an adult, Link must awaken the 5 sages and fight to destroy the evil Ganondorf and rescue Zelda. I have beaten the game 6 times it was so good! I highly recommend it to big Zelda fans. NOTE: This game has a sequel called Majora's Mask, but it's not near as good in my opinion.",Do I need to say just how awesome this game is?!!
103,Nintendo,5,What else is there to say? This is the best game I have every played. Totally worth a replay. The game was in great condition and got to me quickly.,Best game of all time.
104,Nintendo,5,"THE BEST N64 GAME. It's easy, difficult to totally master, and is fun to play again and again. The bosses are creative and original, and the dungeons are fun and easy. Storyline is pretty good, better than the &quot;save the princess&quot; generalization it's often given. The characters are a quiet hero of time, an eternally youthful forest girl, a wild rock man from the firey Death Mountain, a rebellious fish woman, a determined royal guard, a sexy thief, the &quot;princess&quot;, and of coure, Ganon the bad guy.",THE BEST N64 GAME.
105,Nintendo,5,"Love this game. Although the graphics aren't the best since it's N64 and earlier on.... I enjoy everything about it (still keeping in mind the limitations of the time such as the 'invisible walls' and oddly prism shaped bottles etc). The story is well done and unlike other Zelda games, all of the items are used. There were some early on copies with a song/chanting in the fire temple that got taken out in later copies because some people got offended by that and the mirror shield (I have one such copy) but even with that in mind, it's still an amazing game with great music and it sort of ties all of the zelda games together like a central hub. It all comes down to this game.... definitely worth your time to play.",Best game for its time and even beyond-- Zelda central hub of the series for sure
106,Nintendo,5,"What can I possibly say about this game that hasn't been said a million times.Perfection.Groundbreaking.Beautiful.Just some of the words that come to mind when I think of Zelda 64.Zelda was my introduction to RPG's and what an introduction it was.The good.Everything.Graphics, story, pacing, etc...Insanely difficult in parts, I still can't beat the water temple without the walk through.And Ganon in the painting still has to be one of the coolest boss battles of all time.The bad?Nothing.One of the games that not only defined the N64 but a game that set the standard for excellence in RPG's.One of the best...ever.Highest recommendations.",My first RPG.
107,Nintendo,5,What can I say about this game? I bought it to replace one that was stolen when I was a kid. It's great to hear those classic sound effects and that legendary music. EPIC.,Legendary
108,Nintendo,5,"This game is the best game on my n64 next to nightmare creatures, this game feels like final fantasy, with Kingdom hearts it was the best selling game on the n64. If you still have one you should pick this one up.",KickA***!
109,Nintendo,5,It's ocarina of time. I just wanted to get it for my fiancee for christmas because she loves the game.,It's Zelda
110,Nintendo,5,"What can be said about Ocarina of Time? I still remember that commercial from the late 90s. It told us that a ""dark time is approaching."" My interest was piqued. Then I realized it was a Zelda game. As a huge fan of A Link to the Past, I thought ""ZOMG that looks awesome! I need to get this more than I've ever needed to get anything!"" I remember reading about it in GamePro and obviously being interested, but that commercial sealed the deal. I knew I had to have Ocarina of Time, and that Christmas, my mom got it for me. Cheers!A lot has been said about OoT over the years. It has been referred to as the ""Best Game of All Time"" by some, and the ""Most Overrated Game of All Time"" by others. I'm not really in either camp, but I lean closer to the former group, I suppose. If you haven't played it yet, you should. It's out on a variety of platforms and there's even remake of it with better graphics, but I would still recommend the N64 version if you want the same experience people had back in the 90s when OoT was THE GAME you needed to play.Story:You are Link. The Great Deku Tree, guardian of the forest in which you live, has summoned you. It's revealed that you must visit a far off castle and meet a ""Princess of Destiny,"" and doing so brings you square into a struggle for the fate of Hyrule -- nay, the world -- itself.Gameplay:To complete your quest and save Hyrule, you must boldly enter into many dungeons which are filled with fierce skeletal warriors, human-sized spiders, horrible ghosts, and... immobile venus fly traps! Completing a dungeon gives you an item for the main quest, and completing all of the dungeons will allow you to face the final boss. There's much more to it that, but I'm trying not to spoil storyline specifics for those who haven't played it.Hyrule is a vast world. One of your in-game guides tells you that ""You can go wherever you want."" That's true, to a point. There's a lot of exploration in Ocarina of Time. The game is always trying to point you toward a certain place, but whether or not you go there is often up to you. In an interactive world such as Hyrule, you can do many things. Why go see what's on Death Mountain when you could pour water into all of the soil patches in Hyrule? Or why go play the Shadow Temple -- which does not have any attractive Gerudo women -- when you could go to the Spirit Temple, which does? The exploration is one of OoT's best features, and it's probably better than any Zelda which came after it.Controls:They work well enough. You don't have the full on camera control that some of the later Zelda games give you, but personally, I never found it all that essential to the process.Ocarina of Time introduced a ""Z-targeting system"" for aiming at enemies and talking to non-playable characters. What you do is get near an enemy/NPC, press or hold Z, and then press a button to talk to them/attack them. The system pretty intuitive and well made, so much so that its successors have yet to really improve upon it.Music:*90s gripe* Where is the classic Zelda overworld theme? Oh, we can hear it for like five seconds in the Hyrule Field theme? ARE YOU SERIOUS? But seriously, the music is pretty good. The Hyrule Field theme which I just mentioned is a good theme. The music does a good job of fitting the areas which you visit, for the most part.Some later Zelda games use too much ambient music in the dungeons. OoT is guilty of this too, but only to a small degree. Apart from the Water Temple's melody, there's nothing that makes me want to relax and do some meditation or whatever while hearing it. :POh, and I'm sad to report that the ""OoT Commercial Music"" is not in this game... :(Replay Value:It's pretty massive. You can do some Temples in different orders than you did your first time through, or you can use different items to progress through the Temples. I summed it up in a sentence, but there's hundreds of hours of replay potential there in just finding all of OoT's possible variations.Like in the original Legend of Zelda, you can do the ""Three Heart Challenge,"" which means you can complete the game without any of the health upgrades from beating a dungeon. Essentially, that's playing Hard Mode (although it isn't really that hard).But if the Three Heart Challenge wasn't enough, OoT lets you tack on additional stipulations to make replaying it even harder! There are technically unnecessary items which let you breathe underwater and resist intense heat. Not getting them limits the amount of time you can spend in relevant areas. On top of all that, you could even as far to skip the health upgrades which halve your damage.______If you call yourself a gamer and have not played Ocarina of Time, what are you? Some undercover non-gamer sent in to infiltrate us!? Go play it now!",A dark time is approaching...
111,Nintendo,4,"There isn't much you can say that is bad with this game. For it's time it  had excellent graphics, excellent game play and sound. This game is truly one in a million that I am sure any person can enjoy, BUT, if your a Zelda fan (and have played all if not most games from the beginning) you'll notice some of the things in OOT are recycled. For example, the Kakariko town music is completely recycled from Zelda: A Link to the Past. In fact this game borrows a lot from Zelda: A Link to the Past, though they do manage to change some things in OOT here and there. Still for what it's worth Zelda: OOT is still a pretty darn good game, though I think the story should have been more original.","Great game, probably one of the best"
112,Nintendo,5,this is a game that is perfect it is so fun to play at times when the sun gos down u can do a lot of stuff in this game its very cool its got 20 hole hours of this game there are good ponits in this game very nice game GREAT MUSIC better then zelda 2 for the n64 this game has much more to have even if u think u have gotton all moneys and more u have much more for this game it is a must have n64 game lovers u will want this MASTER GAME for your system.,zelda 64
113,Nintendo,4,was a good purchase dont get me wrong. but i had a minor problem with it saving. at first it wouldnt save for the first 3 or 4 times. but eventually it did. other than that it worked great. awesome condition. came as described.,ok.
114,Nintendo,5,One of the best video games ever.Redefined everything after it.My copy came in very good condition without scratches or writing,This game is a legend.
115,Nintendo,5,"The Legend of Zelda: Ocarina of time is the best zelda game there is! You go from being a kid, to being an adult! Link must beat five temples as an adult, the forest temple, the fire temple, the water temple, the shadow temple, and the spirit temple. The bosses are awsome, and all the characters are cool!",Ocarina of Time
116,Nintendo,5,"Reading magazines from 1996-1998 one thing you couldn't escape was a some kind of mention of Legend of Zelda: Ocarina of Time. It was all over the place. Popping this in my N64 when I took it home I spent literally 2 hours just exploring Kokiri Village just cause it was so fun. But then I realized &quot;oh yeah there's more to this, isn't there?&quot; And that's when the fun started.Graphics: Although you can probably debate this, this has one of the best graphics you'll find on the system. Lot of areas just drop that &quot;wow factor&quot;, like when you first enter Zora's Domain or the game's many cutscenes.Sound: Although there's no voice, except for Navi's annoying &quot;Hey!&quot; and an occasional &quot;Hello&quot; from her or Link's grunts, it's got some awesome music. One thing I love is the short ocarina songs you play, such as Song of Storms, Zelda's Lullaby and Song of Time, plus general area music. Although the overworld music isn't like what it was on Link to the Past, it's still great.Story: The story starts off with Link having a bad dream about a mysterious man and woman. Then Link is summoned to the Great Deku Tree where he fills Link in on his quest and it goes from there. Even though it can be a quite simple story, it's just a huge epic story that kept me interested.Gameplay: The infamous Z-Targeting system that's spawned several developers to use it in their own games. The recent Star Fox Adventures uses this. Your C-Buttons are for your weapons. B is your sword and A is your action button(Talk, Jump, Climb,etc.). You'll know this system by heart cause Navi tells you how many times about it within the first hour. Camera is excellent and the Z targeting helps.Even though you might be able to find this, I suggest you pick it up. Dust off your N64 and dive into what is one of the 90's most critically acclaimed and commercial masterpieces ever.",One of the most critically acclaimed games ever
117,Nintendo,5,"This is by far the best Zelda installment yet. Much more fun than Majora's Mask, mainly because you can freely explore the world of Hyrule. (see review of Majora's Mask)This game can be fun for anyone.",ocarina of time
118,Nintendo,5,"I confess- i've never played a single Zelda game before this- cause i wasn't into RPG games, but i'm so glad i never gave this a miss. One day, i  just felt like playing this game and i bought it and it's terrific, no  maybe better than terrific, it's too good to be true.I spent 4 good  months playing this game and i finally beat it recently but that hasn't  stopped me from planning round 2 and buying the brady guidebook to find all  the secrets.This game is also filled with charatcer interaction and  drama. I think you can read Amazon's review for the storyline and i'll just  encourage you to buy this game if you haven't.It's a player's choice  game and coming from Nintendo- i am not surprised it's this good. I'm gonna  get Majora's mask when it comes out this winter and i hope to see this game  on the Dolphin.If you are hooked and want to relive the magic- go get an  old NES or SNES from your cousins or someone and buy the previous Zelda  games and you'll see why Zelda's a classic.Like Mario, Zelda has a huge  following and blah blah...i don't need to elaborate on the game's success  anymore.As far as fun/gameplay/story/graphics/sound/replay is concerned,  it's a safe bet to say that i will give every category at least 9.5 out of  10.I'll only give it a 10 when they put in FMV and put to rest once and  for all, that Zelda is the definitive standard-RPG and action-RPG and not  Final Fantasy. Sorry guys, i had to say it- it's true.Now if only  Majora's Mask would arrive sooner...oh i can't wait!",The Biggest Hit Of Nintendo's Career
119,Nintendo,5,"The Legend of Zelda Ocarina of Time is a definite Classic. I've owned this game for a good 6 years and it's just extraordinary and fun, but at the same time educational. In this game you must do alot of thinking and find out where the secrets are. So in other words, it's a magical adventure game.The graphics are actually good (for it's time) and the gameplay is easy to get used to. The controls are also simple and the whole storyline is just well thought out and I can definitely tell that they put alot of time into this game. In my opinion it's the best Zelda game so far.Now I will tell you the beginning of the Story so you can even feel more excited about getting this game.As a young baby boy, your mother was killed by an evil person. Now you have no home and have to move to a place called the Kokiri Forest. This is a place where people never grow up and aren't allowed to leave the forest. They're called the Kokiri. But you're different. You really don't belong in this forest, instead you belong out in a world called Hyrule. You're a Hylian (normal people who actually grow up). You're out there to defeat Ganondorf. Ganondorf, most likely the person who killed your mother, is a strong and evil person who wants to take over Hyrule and become the King. The only person that can stop him is you (Link). Now the question is, will you be able to defeat the mean and evil Ganondorf and save the world of Hyrule?If you think (or know) you can take that responsibility, then I suggest that you buy this game along with the N64 (if you don't have one) and experience something very special. Like I said, it's a definite Classic and will keep you entertained for hours on end! You won't regret it!Thank you for reading and I hope I was helpful enough.",A N64 Classic!
120,Nintendo,4,"the game was awesome. Zelda has always been an addicting, mindblowing, and fun game. Many people like it. The game features a great 3d world in which there is night and day. the game also has many different enemies and dungeons and the famous ocarina where you can play different tunes that you have learned. A really good game if you like action and adventure. The frustrating thing are the puzzles. they may take some time to solve. This is not why i gave the game 4 stars. I believe 5 stars means the game is perfect. and this game is not perfect.",one of best n64 games
121,Nintendo,5,I've beaten the game 20 times and I'm still not bored of playing it. If you haven't played this game then PLAY IT!!!!!!! you wont be sorry you did. This is much better than all the other FINAL FANTASY and rpg crap out there.,The greatest video game of all times.
122,Nintendo,5,"This is one of the best games I have ever played.  Even shooting the arrows is fun, you can actually use your shield to block getting hit.  Just incredible.  The only bad thing I can possibly say is you almost have to buy the strategy guide or else you will likely get stuck on some levels.  There are a few dungeons that I could not find my way out of without buying the guide.  But overall great game!!",Solid game
123,Nintendo,5,"Zelda: OOT is centered around a massive, circular field called Hyrule. Around this field are pathways which lead off to various different locations such as dungeons, castles, villages, volcanoes, etc... Each path will lead to usually one destination like a castle, and once explored, you travel back across Hyrule field and visist another pathway which leads to a different location. This makes areas more accessible, and it makes backtracking as less tedius as possible, due to the fact that you're not endessly travelling through pre-explored ares. Backtracking is an important feature of OOT, due to the fact that when you progress through the game you aquire objects which give you the ability to explore areas more thoroughly ... bombs for instance blow up walls that hide secret paths. Hockshots give you the ability to ascend to higher ledges. The Ocarina of Time opens secret doors. Thus, pre explored areas which you thought were unimportant can in fact conceal the most important instruments and dungeons in the game. This is compounded, when at one point in the game you aquire the Master Sword. This is a special sword which, upon claiming, makes you and the world age by seven years, and by doing the reverse, putting the sword back in it's mold, makes you and the world 7 years younger. The good thing about this is that the past and future are profoundly different. The future is controlled by evil, whereas the past is controled by good. Needless to say, your mission in the game is to liberate peice by peice the future world from the evil Ganondolf. However, in order to do so you must travel back and forth in time creating situations which will have an impact on the future world.A main part of this game is the ocarina of time. Depending on what tune you play, the ocarina will turn night in to day, make it rain, open secret doors, or make blocks disappear, amoung other things.  This adds an important layer to the game, for you have to use your brain in order to work out which song is necessary to progress. For instance, after spending hours wondering what to do, the idea could suddenly hit you, ""Should I play Zelda's Lullaby in front of the waterfall?"" If successful, the waterfall will stop and a passageway will display itself, thus giving you a tremendous satisfied feeling. The actual songs you learn in the game are some of the best songs in computer game history. In fact, only Computer World by Kraftswerk can compare to the greatness of the music in OOT.By the time Zelda: OOT was released the difficulty in games was just perfect. Your heart was racing when you met a worthy adversary, you were fustrated when you died, you were delighted when you succeeded. Fustration and anger are both necessary in games because it's those feelings which make you truly delighted when you succeed...  Unfortunetly, since OOT, games have become so easy that a huge part of the joy in completeting them isn't there anymore.",Fly Free Bird
124,Nintendo,5,"I have to say this is the absolute best Legend of Zelda so far...  But there is one thing I have to clarify THIS IS NOT THE FIRST LEGEND OF ZELDA!!!  The first came out on the NES and is Great to play....  This one has good control, fun plot, and will get you so wrapped up in it, you'll come screaming back for more.",The best TLOZ game ever made...
125,Nintendo,4,"I got this on the GameCube Collector's edition and really, it's confusing how they DIDN'T make this the best game of 2000, 2001, 2002 and 2003. They DID make it the best game of 1998 and 1999 but anyways, there's a master quest version out there for GameCube. The sites are beautiful. And when u get inside the Deku Tree, let the action/fantasy begin!",Enchanting!
126,Nintendo,5,"Whoever hates this game should be shot! This is one of the greatest games ever! It's the best of Link! GameSpot gave it a 10! Anyway, enough prasing it. On to my review...Graphics: 10/10: Looks really good for the time. Big, vast valleys, long mountains, clear water, beautiful guts of Jabu-Jabu...Sound: 10/10: Clash! AHHH! HAHA!  HIYA! Beautiful Ocarina sounds! BOOMM!Music 11/10: Beautiful music. Ocarina songs are deep and moving. Composed beautifully.Gameplay: Infinity/10 Awesome! Go through many dungeons filled with tough enimies and hard puzzles! Talk to people in town! Play many, minigames! Stealth! This is  extremely fun and addictive! Hidden items. You can also find 99 Gold Skullutas! Play an Ocarina! Controls are flawless!One of the greatest games of all time. Don't play it-live it!PS. Why has Amazon combined OOT and MM into one? It's confusing, and it's depleting the rating! Also, Gerry Atrick, the reviewer above me, was that troll review even nesscery? You said to contact you  if anybody knew how to get out of the Deku Tree. Well, 1: Look on a gaming site and 2: How can anybody contact you if they don't know your address. And NO, there isn't a cheat to make Link naked. It's E-rated! Ah well, whaddya expect from a guy from Ireland...",A masterpiece!
127,Nintendo,4,"Zelda &quot;occarina of time&quot; is much like the rest of the Zelda series... it doesn't disappoint! With really cool items to collect and using your songs/spells to warp around, the entire game offers whole new dimensions.Things such as a horse you can call and run about the world, play carnival-like games to win power-ups, collect hard-to-find items such as the two-handed sword (which is better than the master sword, but you can't use a shield), magically powered arrows, and more!This game is fairly easy to beat, but finding everything will take you much longer!",Interesting graphics and cool items
128,Nintendo,5,"You must own this if you like games. It's spectacular in every way, perfect. It creates a breathing world you care about and love, while having this awesome, deep story and Adventure.","Great, Classic Game"
129,Nintendo,5,"This game has crossed the ""I Like You"" line. It's just like the old one from NES, although, I know about the dungeons and the weapons because I have the old one. So, it's fun to play for a while until you get to the Water Temple, it gets confusing there. So, use the Player's Guide to cheat, so that you won't get stuck. I played a long time ever since it came out. It was the game that caught my eye and though I had to have the game. I am a Zelda fan and I hope that you have fun playing it as well. I just like to see Link grow up.","Love Zelda, Zelda Fan!"
130,Nintendo,5,"The most recent LoZ games, in my opinion, have all been fairly average.  Wind Waker was the latest actually good LoZ game.  But of all the LoZ games, OoT is just plain incredible.In this game, you play as Link as he grows from a child into a young man while on his quest to defeat Ganon and save the world from ultimate, evil rule.  Along the way, you meet many friends and face amazing boss battles.The graphics (at the time) were just incredible.  It really made me enjoy looking at and playing the game.  Nintendo really did a great job in this department.The gameplay is like no other.  One of the few incredible games to utilize the C Buttons for vital controls, this game felt really comfortable to play, and there's tons to do in the game besides just beating it.  Also, throughout the game, you are forced to travel back and forth through time and play as Young or Adult Link to complete the game, which is awe-inspiring in my opinion.  Sadly, after doing little everything, there's no addictive mini-games to really play and not much else to do, but go through the game again and again.The sound is incredible, and the music has never been better.  I found myself turning the volume on the TV all the way up while playing this game, because the sound was that good!If you're an avid gamer, yet you've never played this game, then something's really wrong with you.  Pick this game up and play it 'till your fingers fall off (which I guarantee you'll do).  This game is worth buying and owning for as long as you even are alive.",What a revolutionary LoZ game
131,Nintendo,5,"The best game for the N64. if you are to have 5 games for the system it needs to be Mario 64, Mario Kart, Smash Bros, Banjo Kazooie, and Zelda",N64 owners bust buy
132,Nintendo,5,"this game is a real gem , treasure it and treat it well it is worth any price",excellent
133,Nintendo,5,"Wow... What can I say. As I'm writing this review, the popular  consoles right now are ps2, gamecube, and xbox. I have all of those. Yet no game on any of those systems are better than this. This is probably the best zelda ever(I have yet to buy the one for gamecube). Deciding between this and Majora's mask is a tough call, but I think this one gives a little more gametime.How should I begin to describe this game? It's deep, engrossing, and the graphics are spetacular for a N64. Yes the newer games right now definitely have better graphics than this, but this game beats all of them in terms of gameplay, music, and theme. The story is old, but hey, it's a classic formula. Why change it? What would Zelda be without dungeons? This is one of the few 3rd person games I've played with great controls. The z-targeting system can change a traveling mode Link instantly to a combat alert, and maneuverable Link. The music fits the moods perfectly, from the dark shadow temple to the light and cheery music of the lost woods, it's great. Buy it, it's worth your money, and it's probably the best game ever for N64.",I LOVE THIS GAME!!!
134,Nintendo,5,"The legend of Zelda has always been a series that continually delivers amazing games that are at the top of their class.  The legend of Zelda has always been my favorite video game series of all time since I was little and their games continually suck away hours of my life.  This is the game that made me truly love gaming(Before I just did it for fun).  It also set the stage for other great games such as majoras mask, wind waker, and twilight princess.Gameplay:  If you have played any of the other Zelda games, you will know that you play as Link, a young Kokiry boy who must go out on the adventure of a lifetime to defeat the evil Ganondorf and save Princess Zelda.  The controls are flawless.  You just move the analog stick to make Link move, move forward and press A to roll, press B to use your sword, the C buttons are home to you other weapons such as the bow, hookshot, and the like.  This game introduced the revolutionary lock on system where you just pressed Z, and staid locked on to an enemy, which meant no more aimless sword swinging, it realy made the combat more managable, and much more fun,  Like any Zelda game there is a huge overworld to explore.  You have grassy plains, tall volcanic mountains, serene lakes, sandy deserts, difeerent towns and villages, and lots to do.  The overworld is just enourmes, esspecially for an N64 game.  Hyrule feild stretches in all directions.  One of the great things about traveling is part way through the game, you will get a trusty horse named Epona.  Riding around hyrule feild is just realy addicting.  There are many great minigames to do as well, such as the shooting gallery, bombochu bowling, selling mask, and fishing, yes fishing.  There are also special task to do such as collecting ten special poes(Huge ghost that appear in hyrule feild), or collecting 100 Skulltullas(Spiders of a horrible curse).  The meat and Potatoes is of course the dungeons.  Each dungeon is completley uniqe and different than the last one and shows off alot of great elements.  There are many challenging puzzles that reward you when you figure them out.  You raise and lower water, look for paths that are invisible with the lens of trooth, push giant blocks with the silver gauntlets, use the megaton hammer to push blocks, and much much more.  Each dungeon is just very well crafted that it is hard to beleive that it came out in 1998.  There are many feirce enemies in each dungeon that fight to put an end to your quest such as Stalfos, bats, lizolfos, armos, iron knuckles, jellyfish, tektikes, readeds, skulltullas, and so many more.  The boss battles are each intricitley desighned and completely different than thre last in the way they look and fight.  The boss battle with Ganon at the end is one of my all time favorite final battles ever(only rivald by the fight in twilight princess, and Mother brain).  The difficulty is always just right with the challenges and enemys getting toupher as you go on.  Through the game you get alot of fantastic weapons to use, such as a bow, hookshot, megaton hammer, hovor boots, silver gauntlets, boomerangs, and much more.  Each is always put to good use and none of them ever go absolete and are awlays usefull the whole way through  One of the big mechanics is of course the ocarina itself, you play it manually with the button layout being like the holes in the real thing.  You can change day into night, transport across the world map, and open passage ways with you trusty instrument, and much more.  The biggest suprise is after you get the Master sword and travel forard in time seven years.  Time travel is a huge element in this game as some things you do as a child will effect the things you do as an adult, and vice versa.  there are also different things avalible to do in each time and it is a blast to go between two time periods and it realy makes you feel powerfull.  Nore matter which aspect of the gameplay I am talking about, I cannot find fault anywhere, absolutely perfect.Story:  Hyrule was created by din Nyrule, and Farore, they left behinf the triforce which lies in the Sacerd realm.  Many years later, an Evil Man named Ganondorf seeks the triforce and Places a curse on the deku tree, and does other horible things to many races .  The deku tree tells navi, the fairy that she must awaken Link as he has been having a nightmare about the evil man.  Link goes to get a sword and Sheild, and goes to see the great Deku tree who asks him to rid the curse.  Link succeeds but finds out that he is far to late.  Before dying, the Deku tree tells him the legond of the triforce and gives him the spirituall stone of the forest, the Kokirys emerald, and then tells him to go to hyrule castle to meet nPrincess Zelda.  Link goes to hyrule castle, meets princess Zelda Who tells him of the dreams she has been having about Ganondorf and Ask Link to get the other two stones, Link obliges and gets them but finds that it is to late As princess Zelda and Impa flee hyrule catsle, Zelda throws him the Ocarina of time.  Link then comes face to face with Ganondorf and gets a taste of his power.  Zelda then Telapethacally teaches him the song of time.  Link goes to the Temple of Time and Plays it at the alter where the stones are placed and opens the secret chamber where he finds the Master Sword.  Link being the legendary hero, takes the master sword, but finds that he has fallen into Ganondorfs trap.  He is then seald in time for seven years where he is awakened by the sage of light Rareu.  Link discovers that he is now an Adult.  and instructs him to find and awaken the other sages.  This is where the game gets epic, but I wont spoil anymore fore, suffice it to say it is a great story that is very well told and will keep you wanting to find out what happens next.Graphics:  These graphics were truly groundbraking and ahead of their time back in 1998.  The moment you step out into hyrule feild and se the scale and distance you will be mesmerized.  The game shows off some fantastic day and night sequences as well as many different colors.  Hyrule market looks and feels alive, the kakariko village will look like a town with houses and shops.  The desert esspecially is arguablly the best way to show off the N64s power with snadstorms and wind effects.  The Charecter models are great for Lnik, to Zelda, To Ganondorf, to the bosses, to even the NPCs.  The enemys realy look feirce and different.  These graphics truly set the standerd in 1998.Sound:  The sound effects themselves are Spectacular like the flowing water, the clank of a sword hitting a wall or an enemy, the enemy sounds when thay are struck bu the sword or when they are attacking, Lniks yelps, and much more.  The game features a brilliant musicalll score, Koji kondos work is reminiscent of John williams almost, and that is not a comparison I make lightly.  You will hum the beat of the lost woods, love the powerfull melody of the temple of time, be entranced by the song of storms, there is just so many great melodys that I have lost count.  The song of time is truly memorable as well as all of the others.  My only complaint might be the lack of the traditional overworld thing and Navis annoying hey listen screams, but these are all tossed aside once you hear Koji Kondos work at its finest with the lost woods theme and song of time.Replay Value:  I still play this game nonstop.  It truly proves that Amazing agameplay oulives any other aspect of a game.  There is just so much to do and so much to see and so many places to explore that you will never want to drop the conntroller.This game is My favorite game of all time and is a must buy for any N64 owner, or enouph of a reason to get one if you do not have one already.  It is also avalible on the Wii vertuall console and is well worth the download.  This is the game of my Childhood and I cannont stress enoph how much you need to get this game.",My favorite game of all time
