Unnamed: 0,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
4162,0.32,0.05,0.03,0.03,2
4163,0.54,0.03,0.02,0.03,2
4164,0.44,0.03,0.03,0.04,2
4165,0.53,0.05,0.08,0.02,2
4166,0.31,0.03,0.04,0.04,2
4167,0.33,0.05,0.02,0.23,2
4168,0.64,0.02,0.02,0.02,2
4169,0.7,0.01,0.02,0.04,2
4170,0.79,0.03,0.01,0.02,2
4171,0.49,0.02,0.03,0.1,2
4172,0.65,0.03,0.02,0.02,2
4173,0.51,0.01,0.01,0.01,2
4174,0.21,0.04,0.07,0.04,2
4175,0.13,0.04,0.04,0.06,2
4176,0.51,0.02,0.02,0.16,2
4177,0.75,0.01,0.01,0.09,2
4178,0.07,0.05,0.05,0.11,12
4179,0.73,0.03,0.02,0.01,2
4180,0.13,0.06,0.04,0.2,12
4181,0.3,0.04,0.03,0.05,2
4182,0.6,0.01,0.02,0.19,2
4183,0.13,0.1,0.05,0.08,2
4184,0.13,0.05,0.05,0.04,2
4185,0.44,0.03,0.03,0.03,2
4186,0.22,0.05,0.04,0.04,2
4187,0.55,0.02,0.03,0.03,2
4188,0.51,0.08,0.02,0.03,2
4189,0.61,0.04,0.03,0.06,2
4190,0.78,0.01,0.01,0.03,2
4191,0.37,0.03,0.03,0.03,2
4192,0.45,0.03,0.03,0.03,2
4193,0.3,0.04,0.04,0.05,2
4194,0.57,0.02,0.02,0.03,2
4195,0.17,0.04,0.04,0.15,2
4196,0.5,0.07,0.02,0.08,2
4197,0.65,0.02,0.01,0.13,2
4198,0.39,0.04,0.03,0.06,2
4199,0.32,0.03,0.03,0.04,2
4200,0.27,0.04,0.08,0.03,2
4201,0.59,0.24,0.01,0.05,2
4202,0.79,0.02,0.01,0.01,2
4203,0.84,0.02,0.01,0.02,2
4204,0.37,0.34,0.02,0.02,2
4205,0.42,0.08,0.03,0.07,2
4206,0.35,0.02,0.02,0.21,2
4207,0.11,0.04,0.04,0.12,12
4208,0.12,0.06,0.05,0.04,2
4209,0.39,0.03,0.03,0.04,2
4210,0.79,0.02,0.02,0.01,2
4211,0.1,0.04,0.03,0.34,12
4212,0.55,0.02,0.02,0.04,2
4213,0.55,0.02,0.05,0.04,2
4214,0.46,0.02,0.02,0.15,2
4215,0.57,0.02,0.02,0.05,2
4216,0.75,0.01,0.01,0.02,2
4217,0.37,0.03,0.03,0.05,2
4218,0.36,0.03,0.03,0.08,2
4219,0.33,0.01,0.01,0.49,12
4220,0.64,0.02,0.02,0.04,2
4221,0.58,0.04,0.02,0.04,2
4222,0.47,0.03,0.08,0.06,2
4223,0.49,0.03,0.03,0.04,2
4224,0.23,0.2,0.02,0.19,2
4225,0.27,0.04,0.04,0.05,2
4226,0.17,0.04,0.04,0.12,2
4227,0.22,0.03,0.05,0.35,12
4228,0.73,0.01,0.01,0.07,2
4229,0.06,0.04,0.04,0.28,12
4230,0.71,0.01,0.02,0.05,2
4231,0.07,0.03,0.03,0.44,12
4232,0.53,0.02,0.02,0.04,2
4233,0.46,0.03,0.03,0.03,2
4234,0.51,0.02,0.03,0.04,2
4235,0.58,0.03,0.02,0.03,2
4236,0.7,0.01,0.02,0.02,2
4237,0.61,0.02,0.02,0.04,2
4238,0.32,0.02,0.02,0.31,2
4239,0.44,0.02,0.03,0.07,2
4240,0.31,0.03,0.04,0.15,2
4241,0.57,0.03,0.02,0.03,2
4242,0.52,0.01,0.01,0.31,2
4243,0.6,0.07,0.02,0.07,2
4244,0.24,0.02,0.14,0.36,12
4245,0.28,0.14,0.02,0.24,2
4246,0.39,0.03,0.05,0.04,2
4247,0.31,0.04,0.03,0.04,2
4248,0.29,0.04,0.04,0.06,2
4249,0.25,0.02,0.02,0.4,12
4250,0.75,0.01,0.01,0.02,2
4251,0.68,0.02,0.02,0.02,2
4252,0.41,0.03,0.03,0.03,2
4253,0.62,0.01,0.01,0.12,2
4254,0.26,0.04,0.04,0.04,2
4255,0.58,0.12,0.01,0.07,2
4256,0.61,0.18,0.0,0.14,2
4257,0.37,0.02,0.02,0.31,2
4258,0.34,0.03,0.05,0.04,2
4259,0.22,0.04,0.05,0.09,2
4260,0.54,0.01,0.01,0.23,2
4261,0.65,0.02,0.03,0.03,2
4262,0.3,0.04,0.04,0.06,2
4263,0.5,0.02,0.02,0.12,2
4264,0.41,0.03,0.03,0.12,2
4265,0.09,0.06,0.03,0.4,12
4266,0.52,0.07,0.02,0.02,2
4267,0.19,0.04,0.04,0.04,2
4268,0.09,0.05,0.05,0.09,2
4269,0.39,0.05,0.04,0.04,2
4270,0.43,0.03,0.04,0.03,2
4271,0.63,0.02,0.02,0.02,2
4272,0.37,0.03,0.03,0.13,2
4273,0.45,0.03,0.03,0.03,2
4274,0.71,0.01,0.02,0.02,2
4275,0.56,0.01,0.23,0.03,2
4276,0.41,0.04,0.03,0.03,2
4277,0.53,0.07,0.02,0.02,2
4278,0.39,0.02,0.02,0.22,2
4279,0.54,0.04,0.02,0.02,2
4280,0.1,0.05,0.05,0.08,2
4281,0.71,0.05,0.02,0.02,2
4282,0.09,0.04,0.07,0.18,12
4283,0.63,0.02,0.01,0.09,2
4284,0.36,0.03,0.03,0.05,2
4285,0.42,0.03,0.03,0.03,2
4286,0.26,0.04,0.04,0.06,2
4287,0.29,0.04,0.04,0.04,2
4288,0.1,0.04,0.04,0.18,12
4289,0.26,0.04,0.04,0.04,2
4290,0.22,0.04,0.06,0.05,2
4291,0.71,0.02,0.01,0.01,2
4292,0.11,0.04,0.05,0.09,2
4293,0.66,0.02,0.01,0.05,2
4294,0.59,0.03,0.02,0.04,2
4295,0.55,0.02,0.02,0.08,2
4296,0.31,0.02,0.02,0.29,2
4297,0.23,0.03,0.03,0.19,2
4298,0.61,0.02,0.02,0.03,2
4299,0.11,0.05,0.05,0.04,2
4300,0.48,0.04,0.03,0.06,2
4301,0.24,0.03,0.03,0.16,2
4302,0.74,0.03,0.01,0.01,2
4303,0.3,0.04,0.04,0.04,2
4304,0.25,0.04,0.04,0.07,2
4305,0.17,0.04,0.04,0.1,2
4306,0.15,0.03,0.03,0.33,12
4307,0.43,0.04,0.02,0.09,2
4308,0.72,0.09,0.01,0.01,2
4309,0.28,0.04,0.11,0.08,2
4310,0.35,0.03,0.05,0.04,2
4311,0.51,0.03,0.03,0.04,2
4312,0.66,0.14,0.02,0.02,2
4313,0.21,0.03,0.03,0.16,2
4314,0.37,0.04,0.03,0.04,2
4315,0.13,0.06,0.04,0.07,2
4316,0.65,0.02,0.02,0.02,2
4317,0.47,0.03,0.03,0.03,2
4318,0.75,0.01,0.01,0.02,2
4319,0.27,0.03,0.03,0.2,2
4320,0.57,0.02,0.03,0.03,2
4321,0.05,0.11,0.04,0.05,6
4322,0.48,0.03,0.03,0.03,2
4323,0.32,0.04,0.03,0.04,2
4324,0.45,0.03,0.03,0.03,2
4325,0.72,0.01,0.02,0.02,2
4326,0.19,0.04,0.04,0.06,2
4327,0.16,0.18,0.04,0.04,6
4328,0.36,0.03,0.03,0.04,2
4329,0.38,0.02,0.03,0.13,2
4330,0.3,0.04,0.04,0.04,2
4331,0.59,0.05,0.02,0.03,2
4332,0.08,0.05,0.05,0.06,2
4333,0.7,0.03,0.01,0.05,2
4334,0.67,0.01,0.01,0.16,2
4335,0.63,0.02,0.02,0.11,2
4336,0.21,0.01,0.02,0.52,12
4337,0.61,0.02,0.02,0.03,2
4338,0.37,0.03,0.03,0.03,2
4339,0.3,0.26,0.02,0.07,2
4340,0.39,0.03,0.03,0.13,2
4341,0.21,0.04,0.04,0.04,2
4342,0.2,0.04,0.04,0.15,2
4343,0.41,0.03,0.03,0.03,2
4344,0.47,0.03,0.03,0.03,2
4345,0.37,0.04,0.03,0.04,2
4346,0.67,0.03,0.01,0.02,2
4347,0.48,0.01,0.01,0.36,2
4348,0.47,0.03,0.02,0.09,2
4349,0.56,0.02,0.02,0.02,2
4350,0.6,0.17,0.02,0.02,2
4351,0.62,0.09,0.03,0.01,2
4352,0.39,0.01,0.01,0.4,12
4353,0.13,0.02,0.02,0.47,12
4354,0.07,0.06,0.05,0.05,2
4355,0.36,0.37,0.02,0.03,6
4356,0.32,0.06,0.12,0.03,2
4357,0.66,0.06,0.01,0.02,2
4358,0.09,0.05,0.04,0.08,2
4359,0.62,0.02,0.04,0.04,2
4360,0.19,0.04,0.04,0.08,2
4361,0.58,0.03,0.02,0.03,2
4362,0.72,0.02,0.02,0.02,2
4363,0.63,0.02,0.04,0.04,2
4364,0.49,0.03,0.03,0.03,2
4365,0.05,0.05,0.05,0.05,0
4366,0.28,0.04,0.04,0.04,2
4367,0.55,0.04,0.03,0.03,2
4368,0.53,0.02,0.02,0.05,2
4369,0.42,0.04,0.03,0.05,2
4370,0.31,0.02,0.02,0.36,12
4371,0.69,0.01,0.01,0.13,2
4372,0.1,0.04,0.03,0.27,12
4373,0.52,0.07,0.02,0.03,2
4374,0.64,0.02,0.02,0.03,2
4375,0.68,0.01,0.02,0.04,2
4376,0.48,0.03,0.06,0.06,2
4377,0.47,0.02,0.05,0.11,2
4378,0.09,0.04,0.04,0.25,12
4379,0.53,0.02,0.12,0.08,2
4380,0.36,0.03,0.03,0.05,2
4381,0.7,0.02,0.01,0.03,2
4382,0.16,0.03,0.03,0.28,12
4383,0.65,0.02,0.02,0.06,2
4384,0.64,0.04,0.05,0.02,2
4385,0.39,0.03,0.03,0.03,2
4386,0.59,0.05,0.03,0.02,2
4387,0.2,0.04,0.04,0.04,2
4388,0.26,0.02,0.02,0.29,12
4389,0.37,0.03,0.04,0.04,2
4390,0.69,0.01,0.02,0.03,2
4391,0.57,0.11,0.02,0.07,2
4392,0.6,0.04,0.02,0.04,2
4393,0.46,0.03,0.04,0.04,2
4394,0.27,0.04,0.04,0.04,2
4395,0.25,0.17,0.04,0.04,2
4396,0.29,0.03,0.03,0.06,2
4397,0.07,0.02,0.02,0.62,12
4398,0.11,0.04,0.05,0.04,2
4399,0.66,0.05,0.02,0.04,2
4400,0.34,0.07,0.05,0.05,2
4401,0.68,0.03,0.02,0.02,2
4402,0.27,0.04,0.04,0.05,2
4403,0.59,0.04,0.02,0.02,2
4404,0.05,0.05,0.05,0.09,12
4405,0.1,0.06,0.05,0.05,2
4406,0.68,0.04,0.01,0.06,2
4407,0.68,0.02,0.13,0.01,2
4408,0.75,0.02,0.02,0.02,2
4409,0.66,0.1,0.01,0.04,2
4410,0.57,0.02,0.02,0.04,2
4411,0.29,0.07,0.03,0.09,2
4412,0.49,0.05,0.02,0.02,2
4413,0.48,0.03,0.03,0.03,2
4414,0.34,0.03,0.03,0.06,2
4415,0.52,0.04,0.02,0.13,2
4416,0.18,0.03,0.04,0.05,2
4417,0.87,0.01,0.01,0.01,2
4418,0.27,0.04,0.04,0.05,2
4419,0.68,0.02,0.02,0.03,2
4420,0.71,0.01,0.02,0.04,2
4421,0.24,0.04,0.04,0.06,2
4422,0.58,0.04,0.1,0.02,2
4423,0.39,0.03,0.03,0.06,2
4424,0.18,0.04,0.04,0.04,2
4425,0.73,0.07,0.01,0.01,2
4426,0.59,0.02,0.04,0.12,2
4427,0.46,0.03,0.03,0.04,2
4428,0.63,0.02,0.02,0.05,2
4429,0.47,0.02,0.03,0.03,2
4430,0.49,0.06,0.03,0.04,2
4431,0.29,0.09,0.13,0.06,2
4432,0.3,0.03,0.03,0.03,2
4433,0.49,0.03,0.03,0.03,2
4434,0.3,0.04,0.04,0.09,2
4435,0.66,0.02,0.02,0.02,2
4436,0.42,0.03,0.03,0.06,2
4437,0.48,0.03,0.03,0.03,2
4438,0.51,0.01,0.01,0.23,2
4439,0.29,0.03,0.03,0.2,2
4440,0.67,0.02,0.01,0.12,2
4441,0.41,0.04,0.04,0.04,2
4442,0.66,0.04,0.03,0.03,2
4443,0.29,0.07,0.03,0.07,2
4444,0.07,0.05,0.05,0.05,2
4445,0.53,0.02,0.02,0.18,2
4446,0.28,0.04,0.04,0.04,2
4447,0.69,0.03,0.02,0.02,2
4448,0.57,0.02,0.02,0.06,2
4449,0.54,0.06,0.02,0.03,2
4450,0.3,0.13,0.03,0.05,2
4451,0.31,0.04,0.03,0.3,2
4452,0.71,0.02,0.01,0.02,2
4453,0.45,0.05,0.03,0.03,2
4454,0.57,0.02,0.02,0.1,2
4455,0.13,0.05,0.05,0.13,2
4456,0.27,0.05,0.04,0.04,2
4457,0.7,0.01,0.01,0.07,2
4458,0.53,0.02,0.02,0.18,2
4459,0.61,0.02,0.03,0.02,2
4460,0.68,0.02,0.02,0.03,2
4461,0.6,0.1,0.02,0.02,2
4462,0.83,0.01,0.01,0.05,2
4463,0.49,0.02,0.02,0.07,2
4464,0.41,0.03,0.03,0.03,2
4465,0.13,0.03,0.03,0.24,12
4466,0.32,0.04,0.03,0.09,2
4467,0.58,0.02,0.04,0.07,2
4468,0.81,0.02,0.01,0.03,2
4469,0.72,0.1,0.02,0.02,2
4470,0.73,0.02,0.01,0.05,2
4471,0.21,0.02,0.02,0.45,12
4472,0.46,0.05,0.03,0.05,2
4473,0.53,0.02,0.02,0.07,2
4474,0.16,0.05,0.04,0.04,2
4475,0.51,0.03,0.02,0.1,2
4476,0.58,0.02,0.02,0.05,2
4477,0.4,0.06,0.03,0.07,2
4478,0.41,0.03,0.02,0.15,2
4479,0.36,0.02,0.03,0.28,2
4480,0.44,0.2,0.02,0.04,2
4481,0.05,0.05,0.04,0.16,12
4482,0.43,0.03,0.03,0.05,2
4483,0.64,0.02,0.02,0.02,2
4484,0.31,0.04,0.04,0.04,2
4485,0.37,0.03,0.03,0.04,2
4486,0.62,0.02,0.02,0.04,2
4487,0.68,0.02,0.02,0.02,2
4488,0.05,0.03,0.03,0.48,12
4489,0.2,0.04,0.04,0.06,2
4490,0.5,0.02,0.03,0.03,2
4491,0.17,0.04,0.04,0.05,2
4492,0.36,0.03,0.04,0.03,2
4493,0.45,0.02,0.02,0.26,2
4494,0.21,0.19,0.14,0.04,2
4495,0.46,0.03,0.03,0.03,2
4496,0.69,0.02,0.03,0.02,2
4497,0.12,0.04,0.04,0.05,2
4498,0.25,0.04,0.04,0.04,2
4499,0.41,0.32,0.02,0.02,2
4500,0.07,0.04,0.04,0.15,12
4501,0.5,0.03,0.03,0.03,2
4502,0.15,0.03,0.02,0.42,12
4503,0.1,0.05,0.05,0.05,2
4504,0.76,0.01,0.01,0.05,2
4505,0.18,0.06,0.14,0.04,2
4506,0.52,0.03,0.02,0.11,2
4507,0.41,0.03,0.03,0.04,2
4508,0.28,0.05,0.04,0.05,2
4509,0.62,0.22,0.01,0.01,2
4510,0.84,0.01,0.01,0.01,2
4511,0.48,0.02,0.03,0.07,2
4512,0.11,0.04,0.04,0.19,12
4513,0.05,0.05,0.05,0.14,12
4514,0.37,0.09,0.02,0.2,2
4515,0.05,0.04,0.04,0.17,12
4516,0.43,0.03,0.03,0.03,2
4517,0.65,0.07,0.01,0.03,2
4518,0.38,0.02,0.02,0.18,2
4519,0.66,0.01,0.01,0.15,2
4520,0.67,0.01,0.01,0.07,2
4521,0.27,0.18,0.21,0.1,2
4522,0.62,0.02,0.02,0.06,2
4523,0.31,0.03,0.03,0.04,2
4524,0.65,0.02,0.02,0.05,2
4525,0.25,0.06,0.04,0.15,2
4526,0.62,0.05,0.02,0.02,2
4527,0.72,0.01,0.14,0.06,2
4528,0.47,0.05,0.02,0.23,2
4529,0.6,0.01,0.01,0.21,2
4530,0.51,0.03,0.03,0.03,2
4531,0.44,0.02,0.02,0.12,2
4532,0.29,0.02,0.02,0.38,12
4533,0.57,0.07,0.07,0.02,2
4534,0.55,0.09,0.02,0.02,2
4535,0.49,0.01,0.01,0.32,2
4536,0.81,0.02,0.01,0.02,2
4537,0.29,0.04,0.04,0.04,2
4538,0.63,0.02,0.02,0.04,2
4539,0.56,0.02,0.02,0.03,2
4540,0.44,0.03,0.03,0.03,2
4541,0.38,0.02,0.01,0.35,2
4542,0.25,0.2,0.03,0.06,2
4543,0.23,0.2,0.02,0.19,2
4544,0.25,0.16,0.03,0.06,2
4545,0.7,0.02,0.01,0.1,2
4546,0.37,0.02,0.02,0.03,2
4547,0.12,0.03,0.03,0.38,12
4548,0.35,0.02,0.02,0.37,12
4549,0.27,0.04,0.04,0.06,2
4550,0.38,0.04,0.03,0.03,2
4551,0.85,0.01,0.01,0.01,2
4552,0.68,0.02,0.02,0.02,2
4553,0.37,0.13,0.03,0.03,2
4554,0.32,0.04,0.09,0.05,2
4555,0.21,0.04,0.04,0.05,2
4556,0.62,0.02,0.02,0.03,2
4557,0.67,0.01,0.04,0.08,2
4558,0.51,0.11,0.02,0.04,2
4559,0.57,0.02,0.02,0.03,2
4560,0.05,0.04,0.04,0.2,12
4561,0.16,0.09,0.04,0.04,2
4562,0.43,0.03,0.08,0.12,2
4563,0.67,0.02,0.01,0.06,2
4564,0.48,0.14,0.02,0.03,2
4565,0.6,0.05,0.02,0.03,2
4566,0.79,0.01,0.01,0.11,2
4567,0.68,0.01,0.02,0.06,2
4568,0.27,0.03,0.04,0.16,2
4569,0.43,0.03,0.03,0.03,2
4570,0.6,0.05,0.02,0.05,2
4571,0.69,0.01,0.01,0.13,2
4572,0.6,0.02,0.02,0.03,2
4573,0.38,0.03,0.03,0.08,2
4574,0.26,0.03,0.03,0.19,2
4575,0.76,0.01,0.03,0.02,2
4576,0.54,0.02,0.02,0.15,2
4577,0.53,0.02,0.02,0.13,2
4578,0.58,0.02,0.02,0.09,2
4579,0.36,0.02,0.02,0.26,2
4580,0.26,0.3,0.02,0.09,6
4581,0.37,0.03,0.03,0.03,2
4582,0.55,0.23,0.01,0.03,2
4583,0.32,0.03,0.04,0.04,2
4584,0.63,0.02,0.02,0.02,2
4585,0.46,0.03,0.03,0.03,2
4586,0.55,0.1,0.01,0.14,2
4587,0.38,0.03,0.03,0.05,2
4588,0.33,0.03,0.02,0.36,12
4589,0.38,0.02,0.02,0.25,2
4590,0.3,0.03,0.03,0.3,2
4591,0.68,0.02,0.02,0.03,2
4592,0.41,0.18,0.2,0.02,2
4593,0.7,0.02,0.02,0.03,2
4594,0.14,0.05,0.04,0.19,12
4595,0.27,0.18,0.03,0.04,2
4596,0.66,0.03,0.02,0.02,2
4597,0.62,0.02,0.02,0.17,2
4598,0.13,0.03,0.03,0.39,12
4599,0.23,0.03,0.02,0.27,12
4600,0.41,0.07,0.03,0.03,2
4601,0.39,0.01,0.01,0.46,12
4602,0.05,0.04,0.04,0.15,12
4603,0.24,0.29,0.02,0.05,6
4604,0.51,0.04,0.02,0.03,2
4605,0.52,0.02,0.02,0.14,2
4606,0.47,0.03,0.03,0.03,2
4607,0.41,0.11,0.03,0.05,2
4608,0.21,0.05,0.04,0.05,2
4609,0.62,0.02,0.03,0.05,2
4610,0.53,0.01,0.02,0.21,2
4611,0.7,0.02,0.01,0.03,2
4612,0.37,0.19,0.02,0.03,2
4613,0.35,0.03,0.03,0.03,2
4614,0.23,0.04,0.04,0.06,2
4615,0.34,0.03,0.04,0.04,2
4616,0.5,0.02,0.02,0.14,2
4617,0.65,0.04,0.02,0.05,2
4618,0.1,0.24,0.04,0.04,6
4619,0.82,0.04,0.01,0.01,2
4620,0.69,0.01,0.01,0.12,2
4621,0.68,0.02,0.02,0.02,2
4622,0.34,0.02,0.02,0.2,2
4623,0.7,0.03,0.01,0.07,2
4624,0.55,0.02,0.02,0.1,2
4625,0.62,0.03,0.02,0.09,2
4626,0.62,0.01,0.01,0.3,2
4627,0.61,0.02,0.02,0.07,2
4628,0.68,0.01,0.01,0.12,2
4629,0.4,0.06,0.04,0.04,2
4630,0.62,0.02,0.02,0.03,2
4631,0.34,0.02,0.02,0.27,2
4632,0.55,0.02,0.02,0.03,2
4633,0.33,0.12,0.03,0.08,2
4634,0.57,0.04,0.02,0.03,2
4635,0.42,0.03,0.03,0.03,2
4636,0.56,0.02,0.02,0.03,2
4637,0.52,0.02,0.04,0.02,2
4638,0.83,0.01,0.01,0.04,2
4639,0.2,0.02,0.02,0.37,12
4640,0.18,0.03,0.03,0.31,12
4641,0.35,0.03,0.03,0.16,2
4642,0.35,0.02,0.02,0.35,2
4643,0.11,0.02,0.02,0.47,12
4644,0.39,0.03,0.03,0.05,2
4645,0.25,0.25,0.03,0.03,2
4646,0.39,0.39,0.02,0.05,2
4647,0.61,0.03,0.02,0.02,2
4648,0.72,0.01,0.01,0.06,2
4649,0.16,0.03,0.03,0.33,12
4650,0.13,0.03,0.03,0.33,12
4651,0.76,0.01,0.01,0.05,2
4652,0.69,0.02,0.02,0.02,2
4653,0.46,0.02,0.02,0.1,2
4654,0.14,0.05,0.03,0.51,12
4655,0.21,0.06,0.02,0.4,12
4656,0.78,0.01,0.01,0.09,2
4657,0.49,0.18,0.02,0.03,2
4658,0.65,0.02,0.02,0.02,2
4659,0.1,0.04,0.04,0.15,12
4660,0.42,0.02,0.02,0.2,2
4661,0.31,0.02,0.02,0.32,12
4662,0.09,0.02,0.02,0.54,12
4663,0.13,0.02,0.02,0.52,12
4664,0.06,0.06,0.04,0.19,12
4665,0.51,0.01,0.02,0.24,2
4666,0.23,0.04,0.04,0.05,2
4667,0.1,0.05,0.04,0.11,12
4668,0.11,0.03,0.03,0.29,12
4669,0.35,0.03,0.04,0.03,2
4670,0.07,0.04,0.04,0.15,12
4671,0.21,0.05,0.03,0.39,12
4672,0.31,0.03,0.03,0.18,2
4673,0.04,0.04,0.05,0.17,12
4674,0.57,0.02,0.03,0.05,2
4675,0.2,0.06,0.03,0.21,12
4676,0.45,0.03,0.03,0.05,2
4677,0.36,0.02,0.02,0.35,2
4678,0.4,0.02,0.03,0.15,2
4679,0.1,0.02,0.02,0.58,12
4680,0.29,0.03,0.03,0.11,2
4681,0.54,0.01,0.01,0.24,2
4682,0.25,0.02,0.02,0.33,12
4683,0.06,0.04,0.04,0.13,12
4684,0.22,0.03,0.04,0.27,12
4685,0.44,0.02,0.02,0.18,2
4686,0.38,0.02,0.01,0.37,2
4687,0.24,0.06,0.04,0.04,2
4688,0.05,0.07,0.05,0.05,6
4689,0.37,0.04,0.02,0.23,2
4690,0.55,0.02,0.02,0.21,2
4691,0.66,0.02,0.02,0.02,2
4692,0.71,0.02,0.01,0.05,2
4693,0.35,0.03,0.03,0.09,2
4694,0.17,0.04,0.04,0.05,2
4695,0.6,0.02,0.02,0.03,2
4696,0.31,0.03,0.04,0.1,2
4697,0.15,0.04,0.04,0.05,2
4698,0.08,0.04,0.04,0.13,12
4699,0.51,0.02,0.02,0.05,2
4700,0.16,0.05,0.03,0.23,12
4701,0.64,0.02,0.02,0.03,2
4702,0.52,0.1,0.02,0.08,2
4703,0.31,0.02,0.05,0.45,12
4704,0.63,0.02,0.04,0.06,2
4705,0.32,0.03,0.04,0.04,2
4706,0.78,0.01,0.02,0.02,2
4707,0.72,0.01,0.02,0.04,2
4708,0.48,0.02,0.03,0.03,2
4709,0.49,0.04,0.02,0.03,2
4710,0.05,0.05,0.04,0.11,12
4711,0.33,0.03,0.04,0.04,2
4712,0.63,0.01,0.02,0.09,2
4713,0.53,0.02,0.02,0.07,2
4714,0.06,0.05,0.01,0.66,12
4715,0.4,0.03,0.03,0.03,2
4716,0.3,0.04,0.03,0.03,2
4717,0.42,0.01,0.01,0.35,2
4718,0.4,0.01,0.02,0.31,2
4719,0.51,0.03,0.03,0.04,2
4720,0.47,0.03,0.03,0.05,2
4721,0.68,0.02,0.02,0.05,2
4722,0.48,0.02,0.02,0.07,2
4723,0.22,0.06,0.04,0.1,2
4724,0.69,0.02,0.02,0.02,2
4725,0.61,0.1,0.04,0.02,2
4726,0.27,0.02,0.02,0.45,12
4727,0.07,0.05,0.05,0.12,12
4728,0.59,0.02,0.02,0.11,2
4729,0.07,0.05,0.05,0.07,2
4730,0.13,0.04,0.03,0.38,12
4731,0.38,0.01,0.01,0.4,12
4732,0.78,0.03,0.01,0.03,2
4733,0.45,0.02,0.02,0.21,2
4734,0.6,0.02,0.04,0.05,2
4735,0.64,0.02,0.05,0.02,2
4736,0.49,0.02,0.02,0.09,2
4737,0.13,0.05,0.04,0.06,2
4738,0.54,0.02,0.03,0.03,2
4739,0.06,0.03,0.02,0.61,12
4740,0.32,0.03,0.03,0.12,2
4741,0.33,0.04,0.04,0.04,2
4742,0.54,0.02,0.03,0.09,2
4743,0.23,0.04,0.04,0.04,2
4744,0.39,0.03,0.03,0.04,2
4745,0.36,0.03,0.03,0.15,2
4746,0.39,0.03,0.03,0.03,2
4747,0.3,0.04,0.04,0.04,2
4748,0.3,0.03,0.04,0.05,2
4749,0.18,0.04,0.04,0.08,2
4750,0.51,0.07,0.02,0.13,2
4751,0.56,0.02,0.03,0.02,2
4752,0.48,0.03,0.03,0.02,2
4753,0.22,0.04,0.04,0.08,2
4754,0.32,0.03,0.03,0.04,2
4755,0.39,0.02,0.02,0.23,2
4756,0.16,0.04,0.04,0.05,2
4757,0.35,0.03,0.03,0.23,2
4758,0.54,0.01,0.03,0.2,2
4759,0.24,0.05,0.04,0.1,2
4760,0.52,0.01,0.01,0.35,2
4761,0.48,0.05,0.03,0.04,2
4762,0.5,0.02,0.02,0.17,2
4763,0.19,0.04,0.04,0.08,2
4764,0.2,0.1,0.04,0.08,2
4765,0.73,0.01,0.01,0.02,2
4766,0.39,0.02,0.04,0.36,2
4767,0.75,0.01,0.01,0.02,2
4768,0.5,0.13,0.03,0.03,2
4769,0.54,0.02,0.02,0.15,2
4770,0.45,0.02,0.02,0.25,2
4771,0.12,0.04,0.04,0.17,12
4772,0.67,0.06,0.01,0.03,2
4773,0.6,0.02,0.02,0.03,2
4774,0.91,0.01,0.0,0.01,2
4775,0.6,0.03,0.02,0.04,2
4776,0.56,0.14,0.02,0.05,2
4777,0.6,0.01,0.01,0.14,2
4778,0.15,0.01,0.01,0.65,12
4779,0.6,0.03,0.02,0.04,2
4780,0.86,0.0,0.01,0.06,2
4781,0.05,0.04,0.04,0.2,12
4782,0.75,0.01,0.01,0.02,2
4783,0.35,0.02,0.03,0.19,2
4784,0.34,0.03,0.02,0.35,12
4785,0.57,0.02,0.02,0.12,2
4786,0.43,0.01,0.05,0.28,2
4787,0.54,0.02,0.02,0.05,2
4788,0.74,0.01,0.01,0.03,2
4789,0.28,0.04,0.04,0.04,2
4790,0.06,0.04,0.04,0.17,12
4791,0.25,0.02,0.03,0.32,12
4792,0.32,0.02,0.02,0.35,12
4793,0.12,0.05,0.04,0.04,2
4794,0.7,0.02,0.01,0.02,2
4795,0.17,0.08,0.02,0.31,12
4796,0.17,0.05,0.1,0.05,2
4797,0.41,0.41,0.01,0.02,2
4798,0.54,0.02,0.02,0.05,2
4799,0.46,0.03,0.02,0.22,2
4800,0.27,0.04,0.04,0.04,2
4801,0.47,0.03,0.03,0.03,2
4802,0.47,0.02,0.04,0.25,2
4803,0.17,0.04,0.04,0.06,2
4804,0.62,0.02,0.02,0.02,2
4805,0.41,0.03,0.03,0.07,2
4806,0.29,0.04,0.04,0.03,2
4807,0.57,0.04,0.02,0.02,2
4808,0.06,0.05,0.05,0.12,12
4809,0.63,0.05,0.04,0.03,2
4810,0.53,0.02,0.02,0.06,2
4811,0.69,0.01,0.01,0.06,2
4812,0.05,0.05,0.05,0.05,0
4813,0.65,0.09,0.01,0.03,2
4814,0.11,0.04,0.04,0.07,2
4815,0.61,0.04,0.02,0.02,2
4816,0.39,0.09,0.04,0.03,2
4817,0.34,0.04,0.04,0.04,2
4818,0.26,0.04,0.03,0.12,2
4819,0.16,0.05,0.04,0.07,2
4820,0.59,0.02,0.03,0.02,2
4821,0.2,0.04,0.04,0.08,2
4822,0.6,0.04,0.02,0.02,2
